s,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
7601,1.618656769,1.549979305,1.619840863,1.607999921,1.632865899,1.540506552,1.600895356,1.567740718,1.555899776,1.540506552,1.72048887,1.609184015,1.60207945,1.635234088,1.533401987,1.597343073,1.621024957,1.599711262,1.584318037,1.605631733,1.580765755,1.655363689,1.561820247,1.580765755,1.521561045,1.522745139,1.645890935,1.584318037,1.63878637,1.609184015
7701,1.55673284,1.640880561,1.553226685,1.628024659,1.585950799,1.631530814,1.555564122,1.581275925,1.587119517,1.611662602,1.594131827,1.573094897,1.566082587,1.631530814,1.561407713,1.539202065,1.608156447,1.688798013,1.538033346,1.652567744,1.592963109,1.57075746,1.602312855,1.673604675,1.567251305,1.490115894,1.622181067,1.592963109,1.582444644,1.548551811
7801,1.618692591,1.556390809,1.585234226,1.581773016,1.564466966,1.573696859,1.585234226,1.610616434,1.543699705,1.615231381,1.59446412,1.633691168,1.555237072,1.59792533,1.619846327,1.60484775,1.58408049,1.551775862,1.625615011,1.614077644,1.558698282,1.635998641,1.572543123,1.623307537,1.58061928,1.528701128,1.559852019,1.600232803,1.589849173,1.528701128
7901,1.642631642,1.609596747,1.534413884,1.530996481,1.583396659,1.63693597,1.584535793,1.582257524,1.614153284,1.58909233,1.569727047,1.610735882,1.520744273,1.579979256,1.567448779,1.56517051,1.505935527,1.478596304,1.641492507,1.59706627,1.59706627,1.598205404,1.592509733,1.639214239,1.616431553,1.600483673,1.585674927,1.590231464,1.50935293,1.61301415
8001,1.60860255,1.583854818,1.581605024,1.605227859,1.527609974,1.590604199,1.572605849,1.535484252,1.6266009,1.559107087,1.534359355,1.533234458,1.591729096,1.562481777,1.632225384,1.615351931,1.48936348,1.51073652,1.562481777,1.538858943,1.6625976,1.580480127,1.588354406,1.59397889,1.565856468,1.533234458,1.568106262,1.620976415,1.610852343,1.580480127
8101,1.639852216,1.513196963,1.566525491,1.586523688,1.717622985,1.586523688,1.57652459,1.595411776,1.64429626,1.592078743,1.589856721,1.603188853,1.515418985,1.589856721,1.632075139,1.559859425,1.65540637,1.53208415,1.594300765,1.603188853,1.595411776,1.597633798,1.563192458,1.597633798,1.54319426,1.582079644,1.62207604,1.566525491,1.564303469,1.558748414
8201,1.596809718,1.570470589,1.617661529,1.560593415,1.537546677,1.589127472,1.62973363,1.555106097,1.581445226,1.578152835,1.690094135,1.597907182,1.592419863,1.649487977,1.596809718,1.560593415,1.631928557,1.592419863,1.551813706,1.538644141,1.528766967,1.584737617,1.518889794,1.615466602,1.596809718,1.63851334,1.645098122,1.558398488,1.589127472,1.558398488
8301,1.563478207,1.548298807,1.613353379,1.653470365,1.624195808,1.562393965,1.622027322,1.638290965,1.638290965,1.550467293,1.507097579,1.598173979,1.589500036,1.554804265,1.589500036,1.563478207,1.515771522,1.56456245,1.613353379,1.559141236,1.552635779,1.538540622,1.56456245,1.667565522,1.580826093,1.616606108,1.563478207,1.547214565,1.642627936,1.599258222
8401,1.569508332,1.633788537,1.566294322,1.585578384,1.58664972,1.609147792,1.610219129,1.640216558,1.659500619,1.614504476,1.6327172,1.566294322,1.6327172,1.564151649,1.564151649,1.557723628,1.570579669,1.57700769,1.66914265,1.559866302,1.533082883,1.603791108,1.579150363,1.598434424,1.611290465,1.596291751,1.567365659,1.610219129,1.608076455,1.556652291
8501,1.520342407,1.584925197,1.608217351,1.587042666,1.554221903,1.634685708,1.567985449,1.601864945,1.552104435,1.583866463,1.616687225,1.577514057,1.611393554,1.66750647,1.629392036,1.587042666,1.609276085,1.63045077,1.561633043,1.52351861,1.67491761,1.587042666,1.559515575,1.634685708,1.559515575,1.578572791,1.629392036,1.603982414,1.609276085,1.5881014
8601,1.540337356,1.551848029,1.554987304,1.605215696,1.589519323,1.591612173,1.666954761,1.541383781,1.660676212,1.629283467,1.539290931,1.60835497,1.594751448,1.546615905,1.54556948,1.571730101,1.593705023,1.618819219,1.5801015,1.625097768,1.592658598,1.571730101,1.621958493,1.527780258,1.570683676,1.550801604,1.64079414,1.625097768,1.570683676,1.588472899
8701,1.536081542,1.610558223,1.599179841,1.665381335,1.578491874,1.596076646,1.577457476,1.574354281,1.641590174,1.570216688,1.614695817,1.556769509,1.543322331,1.580560671,1.61883341,1.591939053,1.595042248,1.578491874,1.539184737,1.63745258,1.725376439,1.589870256,1.629177393,1.687103701,1.586767061,1.627108597,1.555735111,1.601248638,1.578491874,1.538150339
8801,1.551352699,1.608620827,1.586122634,1.623960504,1.615779343,1.59532644,1.567715021,1.646458698,1.635209601,1.615779343,1.572828247,1.562601795,1.608620827,1.574873537,1.541126247,1.617824634,1.603507601,1.609643472,1.643390762,1.620892569,1.589190569,1.575896182,1.564647086,1.562601795,1.575896182,1.621915214,1.590213214,1.602484956,1.588167924,1.617824634
8901,1.591559623,1.605715807,1.591559623,1.542012976,1.557180317,1.608749275,1.654251298,1.640095113,1.634028177,1.567291877,1.644139737,1.642117425,1.676496731,1.598637715,1.611782744,1.58953731,1.590548466,1.526845635,1.564258409,1.58953731,1.585492686,1.571336502,1.613805056,1.606726963,1.5460576,1.597626559,1.6127939,1.587514998,1.630994708,1.542012976
9001,1.542880002,1.654871292,1.552879225,1.569877902,1.634872847,1.561878525,1.556878913,1.526881247,1.618874092,1.51488218,1.55987868,1.561878525,1.587876503,1.58687658,1.600875492,1.606875025,1.569877902,1.528881091,1.593876036,1.548879536,1.589876347,1.600875492,1.600875492,1.555878991,1.629873236,1.57787728,1.609874792,1.652871448,1.566878136,1.539880236
9101,1.569440292,1.564495616,1.614931315,1.573396033,1.590207933,1.577351775,1.625809603,1.576362839,1.611964509,1.602075157,1.611964509,1.54273904,1.616909186,1.621853862,1.619875992,1.598119415,1.563506681,1.635698956,1.557573069,1.586252192,1.552628392,1.616909186,1.612953445,1.59515261,1.52592714,1.549661587,1.605041962,1.565484551,1.592185804,1.572407098
9201,1.571946756,1.584663189,1.548470264,1.549448451,1.595423247,1.605205119,1.593466873,1.572924943,1.593466873,1.655092664,1.577815879,1.558252136,1.620856113,1.544557515,1.568034007,1.713783893,1.609117868,1.606183306,1.672700033,1.60129237,1.60129237,1.604226932,1.562164884,1.604226932,1.616943365,1.604226932,1.634550734,1.512277339,1.591510499,1.593466873
9301,1.62471817,1.55794893,1.612138458,1.639233222,1.580205344,1.581173014,1.596655736,1.559884271,1.608267778,1.638265552,1.504727072,1.647942254,1.639233222,1.569560972,1.62471817,1.585043694,1.572463982,1.533757177,1.593752726,1.648909924,1.537627857,1.596655736,1.527951156,1.597623406,1.612138458,1.616976809,1.634394872,1.587946705,1.580205344,1.525048145
9401,1.579671843,1.564353813,1.600734135,1.59307512,1.582543974,1.602648888,1.600734135,1.56531119,1.597862004,1.61126528,1.600734135,1.614137411,1.615094788,1.64190134,1.609350527,1.528930869,1.602648888,1.541376768,1.57775709,1.569140698,1.504996447,1.550950537,1.579671843,1.597862004,1.586373482,1.582543974,1.558609552,1.599776758,1.617009542,1.530845623
9501,1.555467067,1.589569877,1.502418251,1.627461888,1.564940069,1.638829492,1.586727976,1.582938775,1.610410483,1.658722798,1.53273186,1.581044174,1.547888664,1.535573761,1.545046763,1.518522356,1.609463183,1.577254973,1.579149574,1.574413072,1.60093748,1.60093748,1.571571171,1.597148279,1.594306378,1.564940069,1.615146985,1.609463183,1.614199684,1.625567288
9601,1.617072961,1.545828007,1.580513051,1.627384731,1.60113659,1.602074024,1.56738898,1.633009332,1.531766503,1.521454734,1.560826945,1.610510926,1.565514113,1.627384731,1.603011457,1.576763316,1.538328539,1.571138715,1.604886324,1.551452609,1.594574555,1.532703937,1.60113659,1.618947828,1.596449422,1.618947828,1.670506676,1.583325352,1.512080398,1.589887387
9701,1.602259365,1.625453623,1.603187135,1.666275518,1.573498485,1.541954293,1.649575652,1.562365241,1.639370178,1.611537068,1.599476054,1.564220781,1.563293011,1.579992877,1.61617592,1.649575652,1.554943078,1.630092475,1.530821049,1.622670312,1.592053891,1.567004092,1.567004092,1.580920647,1.635659097,1.581848418,1.590198351,1.555870848,1.591126121,1.569787403
9801,1.607032446,1.629071748,1.523466758,1.631826661,1.578565014,1.621725314,1.57764671,1.631826661,1.611623967,1.562035537,1.626316835,1.591421273,1.536323018,1.626316835,1.600604316,1.547342669,1.60152262,1.605195837,1.60152262,1.613460575,1.604277533,1.566627058,1.542751148,1.578565014,1.619888705,1.487652893,1.556525712,1.586829752,1.567545363,1.526221671
9901,1.559894435,1.598982699,1.557167347,1.564439582,1.62625358,1.558076376,1.591710464,1.638070963,1.618072316,1.583529199,1.618072316,1.619890375,1.644434168,1.584438228,1.560803464,1.610800081,1.593528522,1.587165317,1.645343198,1.5526222,1.5526222,1.607163963,1.588983375,1.555349288,1.590801434,1.553531229,1.5526222,1.5371687,1.643525139,1.53807773
10001,1.57489501,1.627991471,1.56319579,1.598293451,1.52629825,1.55779615,1.586594231,1.639690691,1.55959603,1.624391711,1.600093331,1.625291651,1.591093931,1.623491771,1.668488771,1.56859543,1.615392311,1.624391711,1.54699687,1.636090931,1.582094531,1.633391111,1.628891411,1.53259783,1.53349777,1.666688891,1.56139591,1.595593631,1.582094531,1.581194591
10101,1.601181972,1.579797238,1.601181972,1.556630443,1.574451054,1.650188655,1.577124146,1.578015177,1.536136739,1.591380636,1.667118236,1.592271666,1.550393228,1.68850297,1.569104871,1.619893614,1.595835789,1.556630443,1.624348767,1.56732281,1.584252391,1.542373953,1.622566706,1.580688268,1.58247033,1.638605257,1.600290941,1.52277128,1.622566706,1.551284259
10201,1.575780394,1.6384234,1.583721057,1.582838761,1.608425341,1.527254122,1.571368915,1.619012891,1.584603353,1.594308607,1.578427282,1.591661719,1.589014832,1.559899069,1.619895187,1.570486619,1.521960347,1.621659778,1.544017743,1.557252181,1.581074169,1.566957436,1.589897128,1.569604323,1.570486619,1.606660749,1.523724939,1.560781365,1.567839731,1.531665601
10301,1.601548384,1.489710853,1.65834088,1.607664499,1.62164419,1.630381497,1.594558538,1.627760305,1.612906883,1.645234919,1.546503349,1.548250811,1.64610865,1.614654344,1.570094078,1.596305999,1.613780614,1.583200039,1.638245073,1.506311737,1.5849475,1.551745733,1.639992535,1.660088341,1.578831385,1.551745733,1.573589001,1.579705116,1.641739996,1.568346617
10401,1.594803663,1.625090222,1.599995645,1.609514277,1.627686213,1.625090222,1.626820883,1.638070176,1.598264984,1.500482665,1.601726305,1.58355437,1.632012864,1.608648947,1.598264984,1.554133141,1.612110268,1.580958379,1.593938333,1.598264984,1.576631728,1.545479838,1.541153187,1.579227718,1.573170407,1.564517104,1.558459792,1.61903291,1.612110268,1.58528503
10501,1.584759042,1.59247285,1.572759785,1.577902324,1.590758671,1.583901952,1.63532734,1.565903066,1.614757185,1.595901209,1.579616503,1.647326597,1.583901952,1.553046719,1.633613161,1.571045605,1.555617989,1.545332911,1.571902695,1.608757556,1.585616132,1.579616503,1.571045605,1.540190372,1.584759042,1.595901209,1.601043748,1.597615389,1.627613532,1.63789861
10601,1.615656155,1.61820317,1.566413876,1.57235691,1.631787246,1.588488001,1.569809895,1.563017857,1.590186011,1.610562126,1.632636251,1.577450939,1.590186011,1.555376814,1.518869607,1.535849703,1.586789992,1.546886765,1.537547712,1.560470842,1.587638996,1.638579285,1.606317102,1.584242977,1.590186011,1.573205915,1.605468097,1.579148948,1.627542222,1.578299943
10701,1.545888366,1.604763331,1.534954444,1.589624054,1.621584749,1.582895486,1.566074068,1.606445472,1.544206224,1.618220465,1.614856182,1.627472246,1.624107962,1.572802635,1.617379394,1.539159798,1.672049005,1.557663359,1.544206224,1.569438352,1.651022232,1.575325848,1.58625977,1.579531203,1.593829408,1.624949033,1.590465125,1.576166919,1.578690132,1.602240118
10801,1.608238034,1.600738478,1.544908453,1.600738478,1.564073984,1.598238626,1.611571169,1.574906675,1.629903416,1.564073984,1.599905194,1.588239219,1.598238626,1.520743218,1.640736108,1.557407712,1.617404157,1.615737589,1.60323833,1.566573836,1.481578872,1.565740552,1.564073984,1.578239811,1.546575021,1.543241885,1.589072503,1.614071021,1.624903713,1.507410675
10901,1.540643959,1.610823346,1.529910641,1.625684864,1.540643959,1.620731025,1.574495193,1.609172067,1.568715714,1.59018235,1.576146473,1.600090028,1.579449032,1.623207944,1.603392588,1.621556665,1.59183363,1.598438749,1.578623392,1.640546381,1.606695147,1.553028557,1.580274672,1.577797752,1.586879791,1.600090028,1.555505477,1.631464343,1.553854197,1.540643959
11001,1.567546114,1.561001036,1.581454404,1.564273575,1.583908808,1.572454922,1.574909326,1.643632642,1.619088601,1.599453368,1.579818135,1.570000518,1.655086528,1.604362176,1.604362176,1.601907772,1.56345544,1.561001036,1.577363731,1.672267358,1.574909326,1.624815544,1.605998446,1.588817617,1.544638342,1.601089637,1.601907772,1.50782228,1.623997409,1.596180829
11101,1.663689361,1.563965291,1.516130168,1.606935826,1.60936812,1.610178885,1.568019115,1.640987947,1.572072939,1.620718827,1.606125061,1.619908062,1.499104108,1.617475768,1.566397586,1.532345464,1.585045176,1.608557355,1.62963724,1.608557355,1.60936812,1.596395883,1.553425349,1.56882988,1.612611179,1.60936812,1.585855941,1.599638942,1.546939231,1.56882988
11201,1.588571833,1.570090724,1.565269565,1.582947148,1.603838836,1.609463521,1.598214151,1.598214151,1.526700295,1.611874101,1.646425739,1.558841353,1.570894251,1.643211633,1.608659995,1.579733042,1.562055459,1.50500508,1.638390474,1.610267048,1.62794463,1.58696478,1.619105839,1.577322462,1.55964488,1.566073092,1.595000045,1.635979895,1.558037827,1.599821203
11301,1.572922087,1.639024635,1.589646828,1.547436767,1.623892726,1.588850411,1.651767295,1.566550757,1.58486833,1.596018158,1.606371569,1.62946764,1.585664746,1.615928564,1.57212567,1.59123966,1.615132148,1.573718503,1.556993762,1.584071914,1.579293417,1.640617467,1.611150066,1.582479081,1.589646828,1.592832493,1.571329254,1.596814574,1.609557234,1.553808097
11401,1.578861503,1.599386703,1.57570378,1.540179397,1.658594009,1.585176949,1.582808657,1.636489948,1.557546873,1.578861503,1.637279379,1.55438915,1.618333041,1.553599719,1.568598904,1.616754179,1.567020042,1.612807026,1.597018411,1.545705412,1.548863135,1.604123287,1.60649158,1.639647671,1.624648487,1.555178581,1.628595641,1.571756627,1.582019226,1.590702965
11501,1.578437101,1.605826937,1.589393035,1.540091331,1.60739207,1.554177532,1.577654534,1.612870037,1.578437101,1.612087471,1.614435171,1.562785766,1.598001269,1.553394966,1.601131536,1.552612399,1.595653569,1.5643509,1.673910243,1.544786732,1.601914103,1.526787697,1.60504437,1.619913138,1.578437101,1.640259873,1.651998374,1.619130571,1.613652604,1.60504437
11601,1.585778226,1.564055237,1.605173752,1.584226584,1.611380321,1.614483605,1.55940031,1.607501215,1.579571658,1.602070468,1.626896742,1.661808689,1.578020016,1.54465971,1.571813447,1.621465994,1.564055237,1.554745384,1.570261805,1.605173752,1.591208973,1.601294647,1.599743005,1.616811068,1.594312258,1.536125679,1.630775847,1.605173752,1.581899121,1.563279416
11701,1.581456012,1.560687864,1.568379771,1.577610059,1.642222075,1.566072199,1.591455491,1.606070114,1.576840868,1.598378207,1.549919195,1.594532254,1.549919195,1.592224682,1.594532254,1.603762542,1.640683694,1.551457576,1.599147398,1.581456012,1.588378728,1.576071678,1.610685258,1.542996479,1.572225724,1.591455491,1.582225203,1.65991346,1.591455491,1.595301444
11801,1.533734709,1.555089543,1.550513507,1.620679392,1.569580324,1.586359122,1.624492755,1.587884467,1.586359122,1.602375248,1.56576696,1.604663266,1.581783086,1.571868342,1.603900593,1.571105669,1.581783086,1.6260181,1.601612575,1.567292306,1.564241615,1.568817651,1.613815338,1.655762334,1.670253114,1.593223176,1.590935158,1.570342996,1.532972036,1.568817651
11901,1.646387119,1.595717419,1.596473683,1.616892816,1.562441795,1.600255004,1.622186665,1.571516965,1.613111495,1.575298286,1.570760701,1.575298286,1.612355231,1.593448626,1.55790421,1.614624023,1.511015831,1.625211722,1.628236778,1.602523796,1.600255004,1.64487459,1.595717419,1.586642249,1.521603529,1.578323343,1.584373456,1.644118326,1.587398513,1.589667305
12001,1.557672119,1.585420732,1.577921107,1.558422081,1.571171444,1.621418932,1.605669719,1.576421182,1.613919307,1.596670169,1.593670319,1.610169494,1.592170394,1.547172644,1.571171444,1.594420282,1.617669119,1.589170544,1.585420732,1.576421182,1.610919457,1.633418332,1.591420432,1.562171894,1.553922306,1.605669719,1.582420882,1.592170394,1.565171744,1.577921107
12101,1.577525519,1.569344104,1.618432592,1.552237509,1.633307892,1.634051657,1.563393984,1.557443864,1.625126477,1.609507413,1.581244343,1.539593505,1.623638947,1.639258012,1.614713767,1.622151417,1.609507413,1.577525519,1.602813528,1.619920122,1.599094703,1.561906454,1.584219403,1.572319164,1.577525519,1.602069763,1.567856574,1.610994943,1.591657053,1.610251178
12201,1.560170027,1.574185739,1.630986255,1.572710401,1.61180686,1.590414458,1.560170027,1.549104991,1.534351611,1.608118515,1.570497394,1.616970543,1.65828001,1.61992122,1.594102803,1.562383034,1.591152127,1.594102803,1.59631581,1.594840472,1.597053479,1.575661077,1.581562429,1.569022056,1.617708212,1.572710401,1.661230686,1.600741824,1.628773248,1.578611753
12301,1.565778555,1.572363605,1.58407036,1.618458955,1.556998488,1.594313771,1.646262499,1.523341566,1.624312332,1.582607016,1.559925177,1.550413438,1.66967601,1.539438355,1.600898821,1.580411999,1.634555743,1.568705243,1.576753638,1.568705243,1.543096716,1.519683205,1.535048321,1.599435477,1.59724046,1.563583538,1.586265377,1.608947216,1.59724046,1.595045443
12401,1.58871516,1.553152326,1.556781187,1.601053286,1.585086299,1.587263616,1.542265745,1.542991517,1.556055415,1.590166704,1.62645531,1.536459568,1.637341892,1.575651262,1.590166704,1.618471817,1.570570857,1.582908983,1.637341892,1.601053286,1.545894605,1.601053286,1.639519208,1.627906854,1.558232731,1.55097501,1.581457439,1.615568728,1.615568728,1.589440932
12501,1.61704454,1.568806791,1.565206959,1.554407463,1.593285649,1.613444708,1.622084305,1.61704454,1.636483633,1.580326254,1.586085985,1.586805952,1.58104622,1.622804272,1.596885481,1.579606287,1.586085985,1.561607127,1.626404104,1.588245884,1.588245884,1.583926086,1.591845716,1.582486153,1.57312659,1.539288169,1.52704874,1.585366019,1.561607127,1.564486993
12601,1.590641068,1.597069344,1.597069344,1.619211182,1.536357853,1.619925434,1.591355321,1.561356702,1.609211642,1.629210721,1.549928656,1.579927276,1.58349854,1.61635417,1.545643139,1.558499691,1.597783597,1.607783136,1.605640378,1.554214173,1.648495548,1.599926355,1.565642219,1.607783136,1.524215554,1.612782906,1.624925204,1.622782446,1.595640838,1.569927736
12701,1.568905141,1.561818849,1.602919345,1.64472847,1.621343705,1.619217817,1.611422896,1.664570089,1.634807661,1.612840154,1.620635076,1.586620872,1.646145729,1.567487883,1.621343705,1.576700063,1.566779254,1.554732556,1.564653366,1.605753862,1.601502086,1.56040159,1.60787975,1.591581277,1.609297008,1.574574175,1.55118941,1.502293993,1.63551629,1.597250311
12801,1.551024279,1.564383056,1.642426435,1.616411976,1.606568667,1.652269745,1.579851113,1.637504781,1.574226365,1.60727176,1.579851113,1.559461401,1.585475861,1.624849098,1.584772768,1.603053199,1.626958378,1.593912983,1.600240825,1.617818163,1.603756292,1.57914802,1.562976869,1.585475861,1.626958378,1.603053199,1.551727373,1.570007804,1.571413991,1.539774783
12901,1.606673196,1.654810604,1.603882622,1.608068483,1.67155405,1.514584242,1.627602504,1.594115611,1.577372165,1.64434595,1.621323711,1.545978203,1.567605155,1.615044919,1.578767452,1.62690486,1.631090722,1.611556701,1.617835493,1.557838144,1.571791016,1.640857732,1.532722975,1.604580265,1.509700736,1.603882622,1.577372165,1.631788365,1.569000442,1.592720324
13001,1.573546796,1.60885295,1.657312376,1.576315906,1.518164595,1.632390385,1.619237113,1.626852165,1.640005438,1.592930567,1.574931351,1.572162241,1.576315906,1.589469179,1.602622452,1.595007399,1.544471141,1.571469964,1.582546404,1.534086978,1.590853734,1.568008576,1.568700854,1.595007399,1.592930567,1.598468787,1.541702031,1.583238682,1.61162206,1.578392739
13101,1.573901786,1.600694527,1.597946554,1.600694527,1.566344859,1.584206687,1.542300092,1.606190474,1.545048065,1.624052301,1.626113281,1.595885574,1.575962766,1.592450607,1.564283879,1.635731188,1.585580673,1.564283879,1.574588779,1.602068514,1.584206687,1.574588779,1.661149943,1.584206687,1.573214793,1.643288115,1.577336753,1.623365308,1.578023746,1.613747401
13201,1.564024559,1.576978555,1.555161298,1.600159389,1.578342133,1.587205394,1.598795811,1.626067381,1.574251398,1.589250761,1.587887183,1.574251398,1.536071199,1.593341497,1.600159389,1.619931278,1.564706348,1.611068018,1.596068654,1.602886546,1.585160026,1.543570881,1.587205394,1.626067381,1.58106929,1.559252034,1.514253943,1.585841815,1.613113385,1.634930642
13301,1.585422367,1.55429585,1.593542328,1.603692279,1.604368942,1.597602308,1.649705391,1.585422367,1.628052161,1.605045606,1.610458913,1.620608864,1.634818796,1.567152455,1.575949079,1.593542328,1.579332396,1.569182445,1.603015615,1.571212435,1.589482347,1.596248981,1.573919089,1.630758815,1.52858264,1.549559206,1.585422367,1.651735381,1.529259304,1.550235869
13401,1.578964652,1.582994336,1.629335706,1.60851567,1.53060844,1.588367249,1.57694981,1.599113074,1.59844146,1.527921983,1.553443318,1.605829214,1.578964652,1.609187285,1.607172442,1.607844056,1.542697493,1.663588023,1.613216969,1.591725319,1.609858899,1.587024021,1.60179953,1.602471144,1.613888583,1.550756861,1.636723461,1.569562055,1.545383949,1.560159458
13501,1.61326761,1.578602355,1.583935471,1.593935064,1.553936694,1.573269239,1.583935471,1.542603822,1.53127095,1.588601948,1.547936938,1.577935716,1.618600726,1.575935797,1.605267936,1.584602111,1.621267284,1.617267447,1.587935308,1.609267773,1.605934575,1.583268832,1.559936449,1.5726026,1.632600156,1.609934412,1.621933923,1.601934738,1.575269158,1.638599911
13601,1.618611411,1.598759268,1.581554077,1.584862767,1.597435791,1.581554077,1.578245386,1.631846173,1.655668745,1.621920101,1.618611411,1.548467172,1.598759268,1.617287935,1.561040196,1.614640982,1.59081841,1.649051364,1.549790648,1.545820219,1.598759268,1.613979244,1.535232409,1.605376649,1.638463554,1.567657577,1.571628005,1.654345269,1.577583648,1.613317506
13701,1.570010729,1.560814014,1.615337399,1.638329188,1.584462711,1.578550536,1.600228509,1.53191005,1.585776527,1.606140683,1.557529472,1.610082133,1.599571601,1.57723672,1.555558748,1.623220298,1.531253142,1.632417013,1.604169958,1.606797591,1.558186381,1.59234561,1.558843289,1.583805802,1.551617298,1.587747252,1.590374885,1.580521261,1.589717977,1.590374885
13801,1.595154974,1.5847206,1.566460445,1.636240323,1.638196768,1.597111419,1.63363173,1.53580947,1.634936026,1.561243258,1.590589936,1.595807123,1.567764742,1.595154974,1.590589936,1.621893058,1.56841689,1.61732802,1.569721187,1.611458684,1.617980168,1.585372748,1.583416303,1.562547555,1.595154974,1.524070799,1.578199116,1.590589936,1.631023136,1.575590522
13901,1.538357874,1.559076498,1.612167974,1.59986629,1.595981548,1.577852752,1.542242616,1.595334091,1.561018869,1.568140896,1.537062959,1.565551068,1.610225602,1.564256154,1.587564607,1.632239141,1.584327322,1.575262924,1.623174743,1.548069729,1.612167974,1.58691715,1.605693403,1.601161204,1.592096806,1.604398489,1.605693403,1.617995087,1.594686634,1.592744263
14001,1.60772447,1.587796657,1.606438804,1.553083694,1.560154853,1.565940347,1.554369359,1.596796315,1.538941376,1.582011163,1.569797343,1.565297514,1.644365931,1.552440861,1.580082666,1.545369702,1.58843949,1.614795629,1.620581123,1.528656053,1.587153825,1.59808198,1.655294086,1.562083351,1.609652968,1.548583865,1.625723784,1.632152111,1.631509278,1.627652282
14101,1.626960123,1.60015262,1.661426913,1.540793149,1.571430296,1.593769882,1.605897085,1.556749996,1.598237799,1.554835175,1.609088455,1.626960123,1.630789767,1.582919226,1.612279824,1.568238926,1.586748869,1.633981136,1.606535359,1.536963506,1.54909071,1.639087327,1.596322977,1.582919226,1.61164155,1.585472321,1.595684703,1.620577385,1.596961251,1.579089582
14201,1.559097106,1.622475037,1.598391423,1.578110485,1.618038582,1.580645602,1.547689078,1.557195768,1.581913161,1.58254694,1.522971685,1.645291092,1.54578774,1.614869685,1.583814499,1.611067009,1.636418182,1.578744264,1.647826209,1.574941589,1.613602127,1.578744264,1.606630554,1.588250954,1.597123865,1.625643934,1.58254694,1.587617175,1.58318072,1.609799451
14301,1.617423327,1.563928781,1.627492889,1.606724418,1.594137466,1.596654856,1.589732033,1.559523348,1.547565744,1.597284204,1.585955947,1.577145081,1.613017894,1.568334214,1.526797273,1.633157017,1.590990728,1.630010279,1.59036138,1.640709188,1.608612461,1.535608139,1.604836375,1.592878771,1.591620076,1.539384225,1.572739648,1.589102685,1.589102685,1.592878771
14401,1.58431779,1.590567565,1.580567926,1.561818603,1.593067474,1.561818603,1.595567384,1.643690646,1.573068197,1.553693896,1.54556919,1.594942407,1.631191098,1.618066572,1.590567565,1.626816256,1.579942948,1.614941685,1.598067294,1.563693535,1.636190917,1.551193987,1.60869191,1.574318152,1.629316166,1.569318332,1.58931761,1.58931761,1.566818422,1.558068738
14501,1.608770264,1.54918618,1.575254217,1.610632267,1.608770264,1.575874884,1.54422084,1.58456423,1.590770905,1.592632908,1.605046259,1.620562947,1.542979505,1.609390932,1.603804924,1.587667568,1.58456423,1.610011599,1.575254217,1.530566154,1.57959889,1.574012882,1.567185539,1.58952957,1.564702869,1.567185539,1.624286953,1.616838942,1.606287594,1.563461534
14601,1.597135628,1.643983296,1.556452127,1.621792295,1.597135628,1.613162461,1.622408712,1.653229546,1.609463961,1.532411876,1.605765461,1.603916211,1.578643127,1.545356626,1.634737045,1.570013294,1.57247896,1.630422129,1.545356626,1.579875961,1.57062971,1.586040127,1.609463961,1.55213721,1.55213721,1.537959626,1.630422129,1.568164044,1.619943045,1.590971461
14701,1.634637168,1.632800497,1.596679301,1.565455894,1.570353683,1.577088144,1.563007,1.550150303,1.57647592,1.597903748,1.621780471,1.593618182,1.629739378,1.602801537,1.591169288,1.626066036,1.58321038,1.618107129,1.578312591,1.602189314,1.572190354,1.58994484,1.620556023,1.607087103,1.57647592,1.616882681,1.580761486,1.637698286,1.599128195,1.566680341
14801,1.636970988,1.601093838,1.577986521,1.592580616,1.619336457,1.564608601,1.610215148,1.629065854,1.543933633,1.574337997,1.575554172,1.604134275,1.585891656,1.647308472,1.539677022,1.571297561,1.607174711,1.617512195,1.577378434,1.577378434,1.566432863,1.649132734,1.557919641,1.562784339,1.551838768,1.621768806,1.52447484,1.572513736,1.594404878,1.605350449
14901,1.628401369,1.614509221,1.610885182,1.621153292,1.595785021,1.603033098,1.580080854,1.57222877,1.551692551,1.568000725,1.549276525,1.588536944,1.587932937,1.647729575,1.582496879,1.610885182,1.571020757,1.546860499,1.576456815,1.616925247,1.539612422,1.549276525,1.612093195,1.615113227,1.596389028,1.598201047,1.563168673,1.595785021,1.557128609,1.560148641
15001,1.568347723,1.598346724,1.639745344,1.571347623,1.623545884,1.592346924,1.580347324,1.598946704,1.579147364,1.582747244,1.558748043,1.623545884,1.583947204,1.571947603,1.553348223,1.613346224,1.556348123,1.581547284,1.570147663,1.568347723,1.624145864,1.550348323,1.569547683,1.544948503,1.572547583,1.558148063,1.616946104,1.592346924,1.616346124,1.577947404
15101,1.63127085,1.571074154,1.610410609,1.591338388,1.585378319,1.58716634,1.547829885,1.622330746,1.63127085,1.609814602,1.580610264,1.605046547,1.589550368,1.540677803,1.591934395,1.568690126,1.57763023,1.600278491,1.610410609,1.658687166,1.584782312,1.637826925,1.600874498,1.599086478,1.546041865,1.637230918,1.528161658,1.591934395,1.622926753,1.56988214
