s,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
15201,1.560146734,1.583830176,1.64303878,1.556002131,1.602776929,1.623499941,1.577317229,1.612842392,1.610474048,1.622907855,1.558370476,1.571396369,1.575540971,1.567251766,1.61461865,1.601000671,1.587382692,1.604553187,1.603961101,1.608105704,1.638894178,1.615802822,1.627644543,1.571396369,1.614026564,1.61165822,1.56073882,1.535871206,1.566067594,1.595671897
15301,1.568773289,1.626418502,1.576420103,1.586419783,1.592890164,1.573479021,1.576420103,1.573479021,1.554656094,1.564067558,1.64994716,1.553479661,1.578772969,1.584066917,1.60524271,1.643476779,1.616418822,1.590537298,1.557597177,1.579361186,1.617007039,1.569361506,1.56700864,1.609360225,1.639947481,1.618183472,1.572890805,1.635829965,1.560538259,1.568773289
15401,1.603001292,1.563262288,1.555665126,1.611767249,1.586638173,1.603001292,1.608845263,1.56501548,1.568521862,1.601832498,1.569106259,1.55683392,1.58722257,1.597741718,1.554496331,1.583716187,1.627545971,1.538133212,1.564431082,1.636896325,1.581962996,1.571443848,1.603001292,1.628130368,1.589560158,1.573781436,1.542808389,1.563262288,1.635143134,1.546314772
15501,1.612401335,1.596143778,1.55433863,1.59962754,1.54446797,1.614723844,1.550854867,1.6588515,1.578144339,1.641432688,1.592660015,1.666980279,1.634465164,1.646658332,1.55433863,1.558983646,1.591498761,1.61356259,1.545048597,1.58395061,1.582789356,1.574660577,1.57001556,1.66872216,1.608917573,1.592660015,1.591498761,1.592079388,1.632723282,1.618788233
15601,1.572067015,1.600335376,1.589374175,1.633795885,1.544375559,1.645333991,1.568605583,1.577259163,1.593989417,1.606681335,1.588220364,1.603796808,1.561105814,1.591681796,1.608988956,1.599758471,1.586489648,1.615334914,1.593412512,1.567451772,1.587066553,1.599758471,1.629180642,1.557067476,1.578989879,1.623988494,1.60725824,1.56283653,1.600335376,1.55418295
15701,1.618804356,1.638867442,1.553456022,1.620524049,1.597594809,1.605620043,1.552882791,1.578104955,1.593582192,1.515622776,1.576958493,1.603327119,1.666955761,1.579824648,1.591862499,1.574665569,1.582117572,1.599314502,1.58097111,1.552882791,1.595875116,1.576958493,1.587276651,1.572945876,1.622243742,1.55804187,1.570079721,1.627402821,1.639440673,1.547150481
15801,1.537359009,1.610268217,1.618812265,1.57324401,1.630204329,1.609698614,1.596028137,1.615964249,1.588053693,1.589762502,1.569826391,1.593180122,1.54818147,1.564130359,1.562991152,1.605141788,1.560143137,1.590332106,1.630773932,1.619381868,1.578370439,1.561851946,1.551029485,1.614825043,1.619951471,1.602293773,1.574383216,1.529954167,1.593749725,1.578940042
15901,1.537313049,1.59957536,1.592783108,1.617688032,1.563916037,1.598443318,1.653347356,1.536747028,1.599009339,1.601839444,1.623348242,1.565048079,1.621084158,1.618820074,1.585424835,1.583726772,1.569576247,1.58825494,1.608631696,1.584858814,1.60523557,1.621084158,1.61089578,1.564482058,1.580330646,1.609763738,1.566180121,1.597311276,1.600141381,1.612027822
16001,1.564829361,1.590141122,1.602515762,1.560891976,1.622202687,1.625577589,1.623327655,1.599703344,1.587891188,1.618827786,1.589016155,1.610953015,1.560891976,1.556392107,1.586766221,1.609265565,1.624452622,1.59914086,1.612077983,1.611515499,1.554704656,1.585641254,1.575516549,1.612640466,1.578328967,1.569891713,1.595765958,1.62726504,1.573829098,1.614327917
16101,1.536663853,1.56852629,1.6585237,1.616599441,1.579706093,1.558464468,1.577470132,1.590885895,1.561818409,1.647343898,1.598152767,1.631133184,1.580824073,1.564054369,1.574675182,1.585854984,1.584178014,1.609332569,1.605419639,1.559023458,1.628338234,1.56740831,1.643989957,1.562936389,1.570203261,1.601506708,1.589767915,1.581942053,1.61212752,1.594239836
16201,1.557733547,1.591065934,1.568844343,1.570510962,1.593843633,1.62773156,1.558844627,1.557178008,1.588288235,1.618287383,1.565511104,1.547733831,1.579399599,1.593843633,1.581066218,1.611620906,1.609954287,1.617176304,1.534956416,1.630509259,1.578844059,1.585510536,1.573844201,1.588843775,1.567177724,1.566622184,1.554955848,1.594954713,1.577732979,1.609398747
16301,1.538239114,1.564741439,1.600077873,1.558115858,1.546521091,1.603942795,1.576888338,1.596765082,1.640935624,1.576336206,1.574679811,1.563085044,1.561428649,1.600077873,1.567502098,1.546521091,1.62105888,1.589587369,1.613881167,1.574127679,1.595108687,1.603942795,1.552042408,1.594004423,1.602838531,1.564189307,1.554803067,1.554250936,1.61167264,1.548177486
16401,1.624345345,1.595809548,1.554652149,1.621052753,1.546969435,1.653978672,1.577700293,1.605138559,1.584834242,1.544225608,1.591968191,1.614467569,1.600199671,1.584285476,1.617760161,1.588126834,1.591419426,1.591968191,1.620503988,1.608431151,1.607882385,1.566724986,1.611723742,1.594712018,1.612821273,1.618308926,1.544774374,1.619955222,1.62489411,1.602394732
16501,1.6210467,1.595411036,1.581229604,1.611774226,1.628682856,1.574138889,1.625955657,1.623228459,1.640682528,1.629228295,1.577956966,1.594320156,1.592138398,1.586138561,1.600865432,1.607956148,1.590502079,1.609047027,1.646136925,1.570866251,1.607956148,1.575775208,1.539776189,1.627046537,1.629773735,1.600319993,1.597047355,1.584502242,1.605774389,1.616683183
16601,1.568993928,1.626462261,1.580379164,1.599896711,1.608571176,1.612366255,1.662244431,1.583089934,1.590680092,1.553813614,1.59447517,1.640016113,1.583089934,1.564114541,1.585258551,1.640558268,1.554355768,1.576041931,1.574415469,1.589595783,1.589595783,1.574415469,1.613992717,1.603149636,1.527248063,1.546765611,1.550560689,1.576041931,1.566283158,1.631341648
16701,1.607562116,1.581694539,1.591394881,1.643668942,1.586005802,1.608639932,1.584927986,1.607562116,1.589778157,1.590317065,1.598400683,1.584927986,1.570377474,1.573072014,1.565527304,1.588161433,1.611873379,1.557443686,1.623190444,1.584389078,1.602711945,1.591933788,1.601095222,1.602173038,1.576305461,1.620495904,1.571994198,1.614567918,1.578461092,1.590317065
16801,1.534781233,1.58995836,1.536924034,1.612993471,1.615136272,1.566923249,1.603886566,1.595851062,1.566923249,1.592101161,1.595851062,1.624243176,1.627457378,1.595315362,1.584065657,1.56960175,1.630671579,1.604422267,1.571208851,1.584601357,1.63227868,1.592101161,1.598529564,1.624778876,1.562101946,1.567458949,1.600136664,1.615136272,1.539066835,1.589422659
16901,1.566172552,1.597591858,1.642856961,1.612502716,1.609307532,1.631141287,1.561912307,1.593331614,1.586941246,1.615165369,1.586941246,1.586408715,1.611437655,1.59066896,1.623685859,1.55605447,1.570432797,1.588006307,1.569900266,1.552326756,1.576823164,1.59066896,1.53848096,1.580018348,1.586408715,1.603449695,1.608775001,1.571497858,1.587473777,1.591201491
17001,1.63160547,1.595606388,1.588194812,1.5919006,1.55219573,1.576018652,1.578136245,1.590841803,1.624723293,1.581842033,1.650663808,1.574430457,1.601429769,1.550607535,1.65013441,1.612547133,1.615723522,1.60407676,1.561724899,1.57337166,1.617841115,1.614664726,1.603017964,1.593488795,1.584489024,1.580783236,1.574430457,1.612017734,1.553254526,1.624193894
17101,1.557855564,1.58996002,1.576276153,1.574170943,1.578907666,1.579433969,1.574170943,1.574170943,1.601538676,1.615748845,1.570486825,1.573644641,1.613117332,1.605749097,1.598907163,1.606275399,1.591538928,1.603643886,1.61469624,1.568907918,1.578381364,1.539961277,1.582591784,1.658905655,1.579433969,1.554171446,1.627853804,1.579960271,1.596275651,1.585223297
17201,1.582286332,1.613157659,1.588565246,1.630947916,1.59118146,1.616820359,1.564496076,1.558740405,1.617343602,1.621006302,1.585425789,1.613680902,1.628854944,1.612634417,1.584902546,1.606878745,1.577053904,1.60216956,1.593797675,1.603739288,1.569728504,1.639843044,1.613157659,1.618913331,1.603216046,1.595890646,1.540950148,1.541996634,1.634087373,1.562403104
17301,1.552331958,1.603313369,1.577302445,1.592388781,1.617359268,1.58926747,1.581464193,1.602793151,1.574701353,1.590828126,1.59603031,1.577302445,1.540887151,1.595510092,1.621000798,1.552852176,1.56533742,1.598111184,1.584585504,1.594989873,1.613717739,1.599151621,1.569499168,1.575741789,1.557534143,1.542968025,1.586666378,1.584065285,1.615278394,1.566898075
17401,1.607030176,1.611685236,1.574961985,1.60547849,1.626167646,1.59151331,1.588927165,1.602892345,1.584789334,1.533066444,1.603409574,1.652546319,1.578582587,1.59151331,1.607030176,1.584272105,1.583237647,1.597720056,1.62875379,1.610650779,1.606512948,1.627202103,1.641167283,1.606512948,1.631857163,1.622029814,1.580651503,1.577030901,1.565134636,1.590478852
17501,1.604533227,1.572133998,1.592704937,1.583962288,1.596304851,1.613790149,1.567505537,1.593733484,1.54282041,1.574191092,1.5798481,1.673445872,1.604018953,1.572133998,1.59167639,1.613790149,1.558248614,1.576248186,1.607618867,1.573162545,1.560305708,1.534077761,1.579333827,1.626646986,1.570591178,1.572648272,1.585505108,1.54282041,1.565962716,1.577276733
17601,1.606666814,1.549395432,1.627120879,1.577519772,1.589792211,1.613825737,1.577519772,1.611780331,1.584167343,1.622518715,1.64604089,1.559111113,1.568315442,1.538657048,1.585701398,1.564224629,1.617405199,1.551440839,1.592348969,1.577519772,1.604621408,1.555531652,1.60513276,1.609223573,1.589280859,1.616893847,1.572406255,1.623541418,1.5708722,1.607689518
17701,1.59148856,1.624538642,1.561997718,1.533523801,1.56250618,1.527422247,1.640809451,1.60064089,1.623521716,1.603691667,1.623521716,1.594539337,1.56250618,1.620979402,1.605725518,1.570133122,1.572166974,1.552336924,1.635724823,1.583353155,1.620979402,1.57521775,1.607250907,1.619454014,1.561489255,1.588946246,1.609284758,1.602674742,1.557930015,1.591997023
17801,1.595188276,1.605806011,1.583559328,1.575469625,1.56636871,1.579514477,1.550189304,1.598221914,1.634625577,1.544122027,1.569402348,1.555750975,1.59316585,1.615918139,1.581536902,1.568896742,1.56636871,1.556762188,1.604289192,1.646760131,1.553222943,1.575975232,1.53653793,1.547155665,1.589120999,1.638670429,1.619962991,1.565863103,1.567379922,1.620468597
17901,1.562143573,1.61242177,1.549574024,1.627505229,1.61242177,1.624488537,1.578232596,1.596332747,1.604377258,1.605885604,1.605885604,1.607896732,1.581249288,1.571193648,1.590802145,1.591304927,1.616444025,1.627505229,1.545048986,1.581249288,1.583763198,1.552087934,1.650130417,1.564154701,1.60739395,1.580746506,1.554099062,1.577227032,1.600857784,1.614432898
18001,1.62096398,1.600964424,1.556965402,1.606964291,1.567965157,1.630463769,1.620463991,1.61196418,1.600964424,1.565965202,1.590964646,1.548465591,1.566465191,1.570465102,1.55346548,1.616964069,1.663463035,1.616964069,1.585464769,1.625963869,1.582464835,1.599464458,1.582964824,1.57146508,1.558965357,1.629463791,1.601464413,1.606464302,1.572465057,1.579964891
18101,1.526485885,1.558308392,1.595103166,1.592119806,1.593611486,1.619467273,1.599578206,1.543888818,1.591622579,1.585158632,1.584661405,1.603058792,1.566264019,1.585158632,1.587644765,1.534441512,1.580683592,1.553336125,1.603058792,1.642339699,1.586153085,1.604550472,1.573722419,1.581180819,1.591125352,1.585158632,1.549855538,1.557313938,1.608528286,1.623942313
18201,1.588317323,1.613042064,1.548757739,1.59721823,1.607602621,1.582383386,1.560625614,1.583372375,1.572493489,1.592273282,1.561614604,1.519582545,1.537384358,1.591284292,1.589306313,1.568537531,1.591778787,1.624415444,1.607602621,1.640733773,1.580405406,1.58485586,1.566065057,1.580405406,1.579416417,1.561120109,1.587822828,1.618481507,1.584361365,1.645184226
18301,1.598326594,1.553081657,1.589966117,1.662259658,1.596359423,1.587998945,1.659308901,1.62930954,1.55357345,1.609146036,1.610621414,1.604228108,1.596851216,1.55898317,1.578163089,1.630293126,1.579146675,1.555048828,1.635702847,1.564392891,1.58357281,1.580622053,1.600293765,1.568819026,1.574228747,1.644063324,1.597343009,1.617998306,1.586031774,1.597834801
18401,1.578879865,1.534369931,1.586705788,1.588662268,1.572521303,1.588173148,1.551000016,1.585727547,1.610672675,1.585238427,1.600890272,1.581325466,1.546108815,1.533391691,1.598444671,1.553445617,1.615563877,1.59257523,1.62485716,1.59453171,1.585727547,1.553934737,1.59453171,1.595999071,1.578879865,1.586705788,1.558825939,1.582792826,1.605781474,1.556380338
18501,1.610236906,1.564508124,1.587858991,1.523644106,1.632614821,1.600993854,1.565481077,1.59758852,1.62726358,1.5649946,1.598074996,1.610236906,1.591750803,1.597102043,1.641371396,1.59077785,1.626290628,1.586399562,1.541157256,1.572291746,1.602453284,1.595156138,1.57180527,1.605858618,1.629209486,1.586399562,1.527535917,1.656452165,1.548454402,1.608291
18601,1.643676098,1.561419714,1.56432288,1.614644433,1.607386517,1.632547293,1.569645352,1.596741573,1.554161798,1.645127681,1.596741573,1.6175476,1.608354239,1.588515935,1.598193156,1.610289683,1.559000409,1.571096936,1.599160878,1.63545046,1.602547906,1.623837794,1.587548212,1.592870684,1.575451685,1.571580797,1.589483657,1.543032993,1.560451992,1.549807048
18701,1.580502925,1.632480488,1.552589049,1.620929918,1.60312279,1.577134009,1.553070322,1.562214523,1.609379349,1.602160243,1.620448644,1.588203305,1.60697298,1.567989808,1.569914903,1.602641516,1.606491706,1.619486097,1.5901284,1.611785717,1.612748265,1.55018268,1.637774499,1.571839998,1.615635907,1.621892466,1.576171461,1.622373739,1.585315662,1.589165852
18801,1.597946992,1.641509957,1.563000878,1.648690665,1.603212845,1.595553423,1.605127701,1.574968725,1.599383134,1.586936573,1.590766284,1.623797543,1.528054763,1.608957412,1.569224158,1.577362295,1.597468278,1.608478698,1.581192006,1.583106861,1.579755864,1.603691559,1.582149434,1.625233684,1.597946992,1.592681139,1.570181586,1.621882687,1.582149434,1.608478698
18901,1.556636194,1.606159034,1.589968875,1.607587577,1.602349585,1.592825962,1.565683636,1.60473049,1.606635215,1.612349389,1.585207063,1.589492694,1.580921433,1.565683636,1.60044486,1.564731273,1.580921433,1.546160208,1.560445643,1.62520628,1.6171112,1.549493477,1.612349389,1.602825766,1.609016121,1.569969266,1.581873795,1.573302534,1.590921237,1.601873404
19001,1.575443282,1.606705837,1.578759007,1.579232682,1.580180033,1.584916783,1.589653534,1.620916089,1.626600189,1.564548755,1.596284985,1.587285159,1.579232682,1.554127904,1.515760223,1.609547887,1.55933833,1.532812526,1.651704968,1.625652839,1.543707052,1.589653534,1.575443282,1.623758139,1.619495063,1.56218038,1.659283769,1.563601405,1.577337982,1.580180033
19101,1.595938228,1.60960289,1.586043129,1.542221973,1.579917591,1.579446395,1.605833328,1.574734443,1.577561615,1.572378467,1.589341495,1.619969185,1.585571933,1.571907272,1.594053447,1.575205638,1.577561615,1.584629543,1.603477352,1.576148029,1.616199623,1.604890938,1.582744762,1.587456714,1.580388786,1.590283886,1.555886634,1.611016476,1.540337192,1.594995838
19201,1.574501729,1.624188297,1.570283058,1.593251378,1.565595646,1.534658726,1.601219978,1.608719838,1.59043893,1.606376131,1.601219978,1.630750674,1.590907671,1.590907671,1.54778348,1.605438649,1.617625921,1.566064387,1.573564247,1.584345295,1.572158023,1.624657039,1.545439774,1.576376694,1.623250815,1.603094943,1.603094943,1.560439493,1.599345013,1.570283058
19301,1.608312248,1.637223631,1.585929242,1.554219983,1.573805114,1.584063992,1.526241226,1.56774305,1.565877799,1.565411486,1.581732428,1.595255495,1.585462929,1.590592368,1.547691607,1.559349422,1.575204052,1.59618812,1.586395555,1.591524994,1.604581747,1.597120745,1.614840625,1.585462929,1.616705875,1.577535615,1.562613611,1.587794493,1.610177499,1.590126056
19401,1.61811486,1.59816677,1.593527679,1.608836679,1.546672862,1.609764497,1.565693134,1.591672043,1.554559317,1.591672043,1.651052405,1.585177316,1.566157043,1.576363043,1.583321679,1.632959951,1.605125406,1.564765316,1.62321786,1.555487135,1.594455497,1.596775043,1.581929952,1.565229225,1.595383315,1.58796077,1.584713407,1.556414953,1.584249497,1.551775862
19501,1.597355946,1.622740106,1.649970386,1.575664027,1.579817799,1.577971678,1.534126311,1.573817907,1.610740321,1.600125127,1.60935573,1.583971571,1.603355838,1.551202928,1.619970925,1.589509933,1.58304851,1.625509287,1.613509502,1.58212545,1.578894739,1.6088942,1.595509825,1.573356377,1.560895062,1.606586549,1.576125558,1.574740967,1.561356592,1.589509933
19601,1.549717489,1.629154859,1.584614831,1.552013367,1.65073611,1.627318157,1.616297944,1.621808051,1.589665762,1.581400602,1.569002862,1.60849196,1.595635044,1.625481455,1.566247809,1.585533182,1.545125733,1.618593822,1.6208897,1.585533182,1.586451533,1.588288235,1.61262454,1.602063502,1.553390893,1.605736906,1.57543132,1.585992358,1.617675471,1.591502464
19701,1.592561078,1.619058078,1.615860164,1.58707894,1.596672682,1.608093802,1.598500061,1.599413751,1.609007492,1.603068509,1.589820009,1.633220268,1.589363164,1.60032744,1.619058078,1.607180113,1.566520923,1.556470337,1.549617664,1.57474413,1.56058194,1.569718837,1.58707894,1.612205406,1.551901888,1.633220268,1.619058078,1.604439044,1.577485199,1.570175681
19801,1.55088246,1.593609,1.614972269,1.607699667,1.578609257,1.596336225,1.592699924,1.58588186,1.554518762,1.597699838,1.6322447,1.59542715,1.586336397,1.593609,1.534064567,1.592245387,1.609972355,1.578154719,1.558155063,1.600881602,1.654517045,1.609517817,1.554518762,1.607245129,1.595881688,1.598154376,1.583609171,1.583609171,1.572700268,1.589972698
19901,1.560275112,1.598716673,1.595550897,1.611832029,1.573842721,1.593741882,1.567963424,1.551230039,1.594194136,1.589671599,1.601430194,1.594194136,1.568867931,1.592385121,1.583340048,1.567963424,1.616354565,1.563893141,1.619068087,1.600525687,1.551682292,1.577460751,1.595550897,1.585601317,1.602334702,1.591932868,1.610927521,1.610927521,1.598264419,1.590123853
20001,1.558774021,1.615923069,1.606473226,1.564173931,1.586673556,1.602423294,1.604673256,1.566423894,1.561023984,1.588023534,1.637522709,1.592523459,1.592973451,1.604223264,1.556974051,1.606923219,1.590723489,1.552924119,1.632572791,1.606473226,1.588923519,1.552474126,1.605573241,1.597923369,1.570923819,1.624472926,1.610973151,1.551574141,1.605573241,1.609173181
20101,1.592212666,1.566242943,1.612361589,1.611466081,1.607884051,1.609227312,1.600719989,1.583257589,1.549676051,1.594899189,1.60430202,1.611913835,1.581914328,1.579227805,1.539825466,1.573407005,1.559078882,1.595346943,1.611466081,1.559078882,1.564451928,1.609675066,1.611466081,1.561317651,1.572959251,1.574750266,1.559078882,1.61012282,1.59848122,1.554601343
20201,1.57007362,1.521955586,1.605271071,1.5936871,1.536212782,1.619973803,1.56339056,1.599033548,1.535321707,1.568737008,1.591013876,1.636458685,1.567400396,1.60883537,1.595023712,1.62888455,1.589231726,1.556261962,1.622647027,1.587449577,1.578984367,1.607944295,1.585667427,1.569182545,1.595023712,1.620864878,1.567400396,1.578093292,1.620864878,1.637795297
20301,1.607560603,1.612880715,1.5774133,1.573866558,1.616427457,1.58894021,1.599137092,1.596033693,1.596477036,1.562339648,1.569876474,1.598693749,1.580073356,1.553029452,1.626180996,1.5774133,1.589383553,1.616870799,1.587610182,1.624850968,1.576083272,1.603570519,1.586280154,1.589826895,1.594703665,1.629727738,1.617757485,1.549926053,1.572979873,1.575196586
20401,1.618209911,1.566151904,1.615121724,1.607621842,1.605415994,1.58997506,1.592622077,1.613357046,1.555563835,1.577622313,1.571887108,1.60938652,1.604974825,1.615562894,1.616004064,1.585122195,1.595710264,1.5502698,1.623945115,1.597474942,1.567475413,1.588210382,1.5502698,1.562181378,1.582475178,1.585563365,1.566151904,1.597033773,1.60012196,1.615562894
20501,1.563780723,1.556756441,1.614267748,1.558951529,1.545341983,1.552366265,1.611194625,1.564658758,1.64324291,1.559390547,1.575195181,1.574317146,1.60109722,1.619974977,1.60285329,1.576951251,1.57168304,1.578707322,1.581780445,1.60285329,1.61382873,1.585292586,1.573000093,1.579146339,1.543585913,1.581341427,1.584414551,1.576512234,1.61207266,1.594950973
20601,1.617354041,1.606868764,1.626965545,1.547015305,1.515559473,1.56929652,1.549636624,1.589830188,1.55400549,1.59332528,1.602063012,1.62128602,1.62259668,1.576286705,1.547889078,1.574539158,1.597257259,1.562743221,1.585898209,1.557500582,1.56929652,1.589830188,1.582840003,1.609490083,1.565801427,1.628276205,1.576286705,1.573665385,1.630023751,1.581092457
20701,1.5843241,1.654323052,1.559541863,1.593454398,1.596932607,1.581715444,1.611714994,1.603454249,1.611714994,1.587367533,1.610410666,1.593019622,1.593454398,1.59997604,1.563020071,1.584758876,1.616497532,1.58997619,1.623019173,1.595193503,1.573454698,1.603019472,1.571715593,1.590845742,1.615627979,1.620845292,1.571280817,1.574759026,1.597367383,1.578672011
20801,1.582765127,1.592284217,1.580601697,1.562861574,1.582332441,1.620841488,1.613053142,1.587524672,1.597043762,1.546419509,1.621274174,1.603101365,1.600072564,1.605264795,1.548582938,1.60050525,1.60050525,1.618678059,1.623437604,1.593582275,1.591418845,1.57714021,1.565890375,1.650264132,1.605697481,1.571947978,1.546852195,1.591851531,1.632956694,1.5866593
20901,1.581221071,1.562704593,1.571747524,1.582512918,1.628588804,1.576053682,1.571316908,1.608349864,1.570025061,1.609641711,1.540743189,1.609211095,1.599306933,1.596723238,1.615670332,1.58638846,1.664329912,1.575623066,1.597153854,1.602321243,1.568733214,1.562273977,1.593278312,1.604904938,1.620837721,1.606196785,1.604043706,1.590264002,1.554522894,1.603182475
21001,1.58697733,1.580120285,1.572406109,1.585691634,1.591262983,1.572834675,1.537692319,1.568549021,1.610548422,1.566406195,1.583977373,1.606691334,1.59426294,1.574977501,1.581405981,1.607119899,1.614405509,1.577120328,1.581405981,1.589977287,1.584834503,1.592548679,1.572834675,1.600691419,1.605834203,1.58054885,1.553977801,1.645690777,1.586120199,1.562120542
21101,1.603768921,1.538509175,1.611873072,1.532111161,1.573058452,1.614858812,1.584148344,1.594385167,1.638318198,1.598650509,1.617418018,1.572205384,1.588840221,1.585854481,1.617844552,1.593105564,1.588413687,1.577750329,1.617418018,1.558982821,1.607607729,1.599503578,1.558129752,1.602489318,1.619977224,1.570072712,1.601209715,1.583721809,1.607607729,1.602489318
21201,1.595355285,1.579647955,1.605543823,1.563940625,1.583044135,1.600874077,1.619128541,1.542289982,1.562667058,1.577100821,1.602996689,1.589411971,1.605119301,1.59790242,1.603845734,1.607241913,1.574978209,1.546535206,1.586015792,1.602572166,1.553327565,1.609789048,1.567336805,1.599175987,1.591534583,1.555025654,1.622100198,1.563091581,1.55078043,1.619553064
21301,1.580682705,1.601809178,1.601386649,1.563358997,1.550683113,1.613640003,1.612794944,1.591245942,1.575189822,1.587865706,1.569696939,1.599274001,1.619132886,1.581105234,1.587443176,1.56885188,1.601809178,1.606879531,1.604344355,1.598006413,1.579837646,1.608569649,1.601809178,1.589133294,1.582795352,1.616597709,1.643639594,1.608992179,1.594203648,1.572654645
21401,1.588016111,1.585072226,1.605258871,1.611987753,1.609043867,1.576661123,1.604838316,1.592221663,1.616193304,1.568250021,1.619557745,1.613669973,1.613669973,1.557315588,1.572455572,1.572876127,1.591380552,1.575399458,1.645211607,1.602314985,1.562362249,1.595165548,1.54427838,1.570352797,1.596006659,1.616613859,1.625445517,1.577922789,1.627968847,1.593903883
21501,1.612862467,1.625420441,1.607420678,1.58732792,1.579374536,1.599885894,1.573095549,1.572258351,1.590676713,1.591095312,1.550072597,1.563886368,1.571002553,1.536677424,1.599885894,1.55802598,1.597374299,1.600723092,1.590676713,1.592769708,1.603653286,1.624583243,1.627094837,1.583979127,1.613699665,1.594025506,1.566397963,1.596118501,1.599885894,1.564304967
21601,1.606229179,1.643728693,1.612479098,1.558729795,1.606229179,1.594562664,1.568729665,1.541646683,1.598312615,1.592479357,1.592062696,1.595812648,1.58331281,1.548729925,1.60664584,1.593729341,1.578312874,1.582062826,1.642062048,1.562896408,1.614979066,1.592479357,1.592479357,1.624562275,1.556646489,1.586229438,1.577896213,1.555813166,1.570812972,1.60331255
21701,1.622467794,1.572698843,1.58472634,1.639472186,1.543252214,1.609610815,1.561500829,1.575187291,1.590532717,1.589703235,1.577675738,1.583067375,1.599657025,1.605463403,1.570210396,1.56813669,1.611684521,1.610440298,1.576016773,1.580993668,1.595924354,1.549473333,1.607122368,1.589288494,1.590947459,1.568966172,1.583067375,1.622053053,1.582652634,1.58472634
21801,1.588603936,1.625346594,1.603466135,1.611722912,1.566310637,1.611310073,1.588603936,1.596035035,1.600163424,1.612961428,1.596860713,1.581585675,1.573328898,1.600576263,1.567136315,1.580759997,1.596860713,1.592319485,1.562595087,1.574154575,1.629062144,1.57993432,1.566723476,1.602227618,1.583649869,1.616264139,1.605943168,1.589842452,1.58695258,1.568374831
21901,1.596144706,1.555049322,1.602309013,1.605596644,1.582583229,1.561624583,1.554227414,1.638472951,1.619569074,1.564090306,1.587514675,1.587103721,1.587925629,1.577240829,1.610117136,1.574775106,1.622034797,1.638061997,1.597788521,1.601076152,1.578062737,1.594911844,1.570254614,1.596966613,1.599021383,1.587925629,1.554638368,1.667650673,1.588336583,1.587514675
22001,1.635934717,1.608935044,1.60934413,1.561481074,1.546344893,1.586435317,1.605662356,1.6072987,1.576208168,1.589708004,1.592571606,1.619980365,1.588889832,1.580708113,1.59011709,1.604435098,1.568026449,1.565981019,1.569662793,1.591344348,1.595026122,1.571708222,1.601162411,1.566390105,1.596253379,1.555344784,1.597480637,1.588480746,1.576208168,1.586435317
22101,1.573963146,1.600433419,1.558488218,1.596768305,1.610614293,1.59391766,1.584958491,1.633826687,1.562560567,1.52835283,1.58577296,1.65215226,1.575999321,1.623645812,1.597582775,1.582922316,1.596768305,1.586994665,1.579257201,1.579664436,1.627310927,1.606949179,1.611835998,1.604098534,1.614279408,1.618758993,1.593510425,1.606949179,1.637899036,1.570705267
22201,1.579440962,1.576197757,1.619170227,1.568089744,1.569711346,1.56565734,1.617548624,1.587548975,1.551062916,1.642278064,1.616332422,1.558360128,1.605386604,1.57173835,1.606602806,1.568089744,1.59687319,1.652818481,1.595251588,1.610656813,1.62727824,1.580657164,1.579846363,1.638224057,1.631737647,1.566873542,1.549035913,1.612278415,1.585927373,1.613494617
22301,1.570340671,1.601012964,1.569129922,1.587291148,1.611506116,1.628053011,1.595766387,1.60625954,1.571551419,1.592537725,1.621192103,1.577201578,1.590519811,1.632492422,1.601820129,1.588501897,1.584062486,1.597380718,1.572358585,1.584869652,1.575587247,1.574780082,1.575183664,1.590116228,1.561865432,1.57316575,1.566304843,1.577605161,1.592941308,1.575183664
22401,1.562928753,1.605517557,1.593865903,1.608330025,1.587437405,1.553687786,1.544045038,1.587437405,1.625606616,1.570562595,1.593062341,1.574982188,1.614356743,1.597883715,1.606722901,1.576991094,1.565741221,1.585026718,1.582214249,1.610338931,1.607928244,1.58944631,1.562928753,1.584624936,1.636454707,1.61676743,1.589044529,1.588240967,1.59627659,1.604312214
22501,1.622381974,1.569982556,1.592382307,1.581582427,1.599182232,1.606382152,1.585182387,1.614382063,1.58678237,1.582382419,1.557582694,1.575582494,1.600782214,1.584382396,1.60478217,1.608782125,1.581582427,1.564782614,1.609582116,1.585982379,1.600382219,1.61198209,1.618782014,1.58678237,1.597982245,1.607982134,1.588382352,1.591982312,1.61918201,1.561182654
22601,1.583743777,1.550292814,1.572991682,1.603256838,1.567814747,1.567416521,1.617592965,1.580159745,1.572991682,1.574584585,1.608433773,1.576177488,1.567416521,1.585734906,1.543124751,1.586929583,1.544319428,1.563434264,1.602062161,1.582947325,1.594894098,1.598876355,1.581354422,1.559452007,1.602062161,1.619584094,1.557460878,1.598478129,1.548301686,1.616000062
22701,1.585886084,1.583903727,1.598969645,1.618793221,1.601348474,1.587868442,1.555357777,1.588264913,1.596590815,1.563683679,1.609674376,1.623154407,1.569630752,1.598176701,1.594211986,1.625136765,1.603330831,1.627119123,1.60293436,1.627515594,1.625533236,1.580731955,1.631480309,1.615621448,1.568044866,1.596987287,1.595004929,1.626722651,1.618000278,1.617207334
