s,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1100,1.6446002727272726,1.4973226363636363,1.4973226363636363,1.5709614545454544,1.6200539999999999,1.611871909090909,1.611871909090909,1.5545972727272725,1.505504727272727,1.6446002727272726,1.5709614545454544,1.5464151818181817,1.5709614545454544,1.6773286363636362,1.5545972727272725,1.5709614545454544,1.5464151818181817,1.5791435454545453,1.6282360909090907,1.6773286363636362,1.5791435454545453,1.7182390909090908,1.5627793636363636,1.5873256363636363,1.5955077272727272,1.5873256363636363,1.5709614545454544,1.5873256363636363,1.6364181818181818,1.5627793636363636,1.5955077272727272,1.5709614545454544,1.6282360909090907,1.611871909090909,1.603689818181818,1.611871909090909,1.5545972727272725,1.4891405454545454,1.5545972727272725,1.5709614545454544,1.603689818181818,1.5382330909090909,1.5464151818181817,1.505504727272727,1.7264211818181816,1.5955077272727272,1.5709614545454544,1.6855107272727272,1.5955077272727272,1.603689818181818
1200,1.5975532499999998,1.4850495,1.5975532499999998,1.6500549999999998,1.6500549999999998,1.64255475,1.680056,1.64255475,1.61255375,1.6650554999999998,1.5750525,1.5600519999999998,1.5975532499999998,1.5675522499999999,1.6650554999999998,1.5300509999999998,1.5150504999999999,1.5975532499999998,1.5150504999999999,1.6350544999999999,1.55255175,1.6200539999999999,1.6650554999999998,1.5975532499999998,1.590053,1.64255475,1.64255475,1.5750525,1.5675522499999999,1.5450515,1.55255175,1.5600519999999998,1.6350544999999999,1.6350544999999999,1.4850495,1.590053,1.5750525,1.65755525,1.47754925,1.7100569999999997,1.5600519999999998,1.7100569999999997,1.5300509999999998,1.5600519999999998,1.61255375,1.6275542499999998,1.6500549999999998,1.6050535,1.590053,1.61255375
1300,1.5923607692307693,1.6754404615384615,1.5577442307692306,1.5646675384615383,1.5992840769230767,1.5646675384615383,1.6685171538461536,1.5854374615384614,1.661593846153846,1.5577442307692306,1.571590846153846,1.6408239230769228,1.6062073846153844,1.682363769230769,1.6962103846153846,1.5992840769230767,1.6477472307692307,1.6131306923076922,1.5577442307692306,1.5785141538461536,1.5577442307692306,1.5854374615384614,1.5992840769230767,1.6200539999999997,1.5785141538461536,1.5369743076923077,1.6892870769230768,1.5923607692307693,1.6131306923076922,1.5923607692307693,1.5646675384615383,1.460817923076923,1.5923607692307693,1.661593846153846,1.550820923076923,1.509281076923077,1.6754404615384615,1.4885111538461537,1.530051,1.5577442307692306,1.5785141538461536,1.530051,1.5231276923076922,1.5438976153846153,1.682363769230769,1.6269773076923075,1.682363769230769,1.571590846153846,1.6269773076923075,1.6477472307692307
1400,1.6521979285714286,1.684341857142857,1.549337357142857,1.549337357142857,1.5943388571428572,1.5429085714285713,1.6007676428571427,1.6457691428571428,1.549337357142857,1.6457691428571428,1.6650554999999998,1.658626714285714,1.5621949285714283,1.5879100714285712,1.6329115714285714,1.5750525,1.6714842857142858,1.549337357142857,1.6971994285714282,1.5300509999999998,1.5943388571428572,1.6071964285714284,1.5429085714285713,1.5686237142857142,1.6650554999999998,1.6071964285714284,1.5557661428571428,1.549337357142857,1.4529055714285712,1.6071964285714284,1.4914782857142856,1.6007676428571427,1.6521979285714286,1.6329115714285714,1.5943388571428572,1.6779130714285713,1.5621949285714283,1.5879100714285712,1.5879100714285712,1.6136252142857144,1.5686237142857142,1.5814812857142855,1.6329115714285714,1.6136252142857144,1.6200539999999997,1.6136252142857144,1.710057,1.6457691428571428,1.6264827857142856,1.5814812857142855
1500,1.650055,1.6080535999999999,1.6440548,1.5240508,1.590053,1.6320544,1.5660521999999997,1.5840527999999998,1.6560551999999997,1.5840527999999998,1.5660521999999997,1.560052,1.590053,1.7160571999999998,1.470049,1.650055,1.680056,1.5840527999999998,1.5300509999999998,1.4760491999999998,1.5720523999999998,1.6380545999999998,1.6140538,1.5060502,1.6080535999999999,1.560052,1.650055,1.6320544,1.5780526,1.6680556,1.5960532,1.680056,1.5960532,1.6260541999999998,1.6140538,1.5840527999999998,1.6200539999999999,1.6380545999999998,1.5360512,1.590053,1.5840527999999998,1.6200539999999999,1.5720523999999998,1.650055,1.5960532,1.6080535999999999,1.6080535999999999,1.5840527999999998,1.5840527999999998,1.5240508
1600,1.6594303124999998,1.6031784374999998,1.5581769374999999,1.5694273124999998,1.608803625,1.6706806874999998,1.5356761874999998,1.586302875,1.518800625,1.7213073749999999,1.50755025,1.5581769374999999,1.6369295624999998,1.586302875,1.59755325,1.59755325,1.6200539999999999,1.563802125,1.5581769374999999,1.631304375,1.6031784374999998,1.6144288125,1.6031784374999998,1.5356761874999998,1.563802125,1.541301375,1.5919280624999999,1.5750525,1.64255475,1.59755325,1.6481799375,1.6538051249999999,1.563802125,1.6594303124999998,1.59755325,1.5750525,1.5806776875,1.6200539999999999,1.518800625,1.5356761874999998,1.59755325,1.6481799375,1.5131754375,1.5750525,1.530051,1.5469265625,1.59755325,1.563802125,1.6538051249999999,1.59755325
1700,1.5882882352941174,1.6041711176470586,1.540639588235294,1.5618167647058823,1.5618167647058823,1.5671110588235293,1.535345294117647,1.6041711176470586,1.6041711176470586,1.5459338823529412,1.651819764705882,1.5724053529411763,1.5512281764705882,1.5618167647058823,1.6041711176470586,1.5882882352941174,1.5829939411764706,1.5988768235294117,1.5882882352941174,1.6041711176470586,1.5247567058823528,1.6200539999999999,1.6041711176470586,1.5776996470588234,1.5776996470588234,1.6465254705882353,1.6571140588235294,1.5035795294117646,1.556522470588235,1.6094654117647058,1.5459338823529412,1.6041711176470586,1.5512281764705882,1.6835855294117645,1.5300509999999998,1.5935825294117647,1.5247567058823528,1.625348294117647,1.6624083529411764,1.519462411764706,1.6094654117647058,1.625348294117647,1.5459338823529412,1.6200539999999999,1.6094654117647058,1.651819764705882,1.6729969411764705,1.6200539999999999,1.6094654117647058,1.5141681176470587
1800,1.5850528333333334,1.6350544999999999,1.5600519999999998,1.6050535,1.5450514999999998,1.5550518333333334,1.630054333333333,1.5650521666666666,1.5600519999999998,1.5500516666666666,1.615053833333333,1.7050568333333331,1.6050535,1.5850528333333334,1.600053333333333,1.6100536666666665,1.5650521666666666,1.6250541666666667,1.6100536666666665,1.5750524999999997,1.5300509999999998,1.5350511666666666,1.5700523333333334,1.5750524999999997,1.6350544999999999,1.5400513333333334,1.6200539999999999,1.660055333333333,1.5950531666666665,1.615053833333333,1.6500549999999998,1.590053,1.6050535,1.5300509999999998,1.5750524999999997,1.5950531666666665,1.5750524999999997,1.6700556666666666,1.5700523333333334,1.5400513333333334,1.6250541666666667,1.590053,1.5750524999999997,1.5200506666666667,1.6100536666666665,1.5750524999999997,1.5550518333333334,1.600053333333333,1.5450514999999998,1.6200539999999999
1900,1.5726839999999997,1.5726839999999997,1.5442619999999998,1.5584729999999998,1.605843,1.6390019999999998,1.6200539999999999,1.5300509999999998,1.567947,1.5774209999999997,1.5158399999999999,1.6247909999999999,1.605843,1.596369,1.605843,1.454259,1.5726839999999997,1.5726839999999997,1.582158,1.5584729999999998,1.5868949999999997,1.6011059999999997,1.567947,1.5584729999999998,1.567947,1.6532129999999998,1.591632,1.5632099999999998,1.6295279999999999,1.553736,1.553736,1.61058,1.6200539999999999,1.605843,1.6721609999999998,1.6153169999999997,1.6011059999999997,1.553736,1.5726839999999997,1.5632099999999998,1.61058,1.5632099999999998,1.582158,1.5774209999999997,1.667424,1.591632,1.596369,1.61058,1.5632099999999998,1.6626869999999998
2000,1.5660522,1.57955265,1.5390513,1.5750524999999997,1.6110537,1.57055235,1.6380546,1.5615520499999997,1.5885529499999997,1.57055235,1.65155505,1.55255175,1.6155538499999997,1.6425547499999997,1.5750524999999997,1.5165505499999998,1.57055235,1.5480515999999998,1.5750524999999997,1.6470548999999999,1.5885529499999997,1.5885529499999997,1.5435514499999998,1.5210506999999998,1.5660522,1.57055235,1.5300509999999998,1.6110537,1.5750524999999997,1.5120504,1.5840528,1.6110537,1.5840528,1.5660522,1.5750524999999997,1.6290542999999997,1.57955265,1.6335544499999999,1.6605553499999999,1.5885529499999997,1.5840528,1.5660522,1.5840528,1.5390513,1.59755325,1.6155538499999997,1.57955265,1.5435514499999998,1.5345511499999998,1.6560551999999997
2100,1.5729095714285715,1.6114822857142856,1.5129075714285711,1.5429085714285713,1.594338857142857,1.5857671428571427,1.5471944285714285,1.6029105714285712,1.5814812857142855,1.5043358571428571,1.5471944285714285,1.5857671428571427,1.560052,1.6029105714285712,1.5729095714285715,1.5514802857142855,1.6029105714285712,1.5729095714285715,1.594338857142857,1.6200539999999999,1.6286257142857141,1.6071964285714284,1.5900529999999997,1.5900529999999997,1.5986247142857142,1.5686237142857142,1.6286257142857141,1.6157681428571427,1.5900529999999997,1.6071964285714284,1.6114822857142856,1.5471944285714285,1.5729095714285715,1.6071964285714284,1.594338857142857,1.5300509999999998,1.594338857142857,1.6071964285714284,1.560052,1.5986247142857142,1.5514802857142855,1.5257651428571426,1.534336857142857,1.6029105714285712,1.6286257142857141,1.5814812857142855,1.5986247142857142,1.5771954285714285,1.5257651428571426,1.5729095714285715
2200,1.566870409090909,1.6364181818181818,1.611871909090909,1.5995987727272727,1.5873256363636363,1.5995987727272727,1.6241450454545454,1.6486913181818181,1.5873256363636363,1.6077808636363635,1.5709614545454544,1.5505062272727272,1.5423241363636362,1.5832345909090908,1.558688318181818,1.5545972727272725,1.603689818181818,1.5995987727272727,1.6241450454545454,1.5014136818181818,1.5914166818181816,1.5341420454545454,1.5914166818181816,1.6200539999999999,1.6446002727272726,1.5750525,1.5627793636363636,1.6323271363636362,1.558688318181818,1.5750525,1.5177778636363635,1.566870409090909,1.5750525,1.5995987727272727,1.5627793636363636,1.6446002727272726,1.6486913181818181,1.5955077272727272,1.5995987727272727,1.5259599545454545,1.5750525,1.611871909090909,1.6364181818181818,1.5382330909090909,1.6364181818181818,1.5709614545454544,1.6650554999999998,1.6323271363636362,1.5627793636363636,1.6650554999999998
2300,1.612227652173913,1.5613563913043478,1.5652695652173914,1.5496168695652173,1.580922260869565,1.5926617826086955,1.5496168695652173,1.6239671739130435,1.573095913043478,1.5417905217391303,1.5574432173913042,1.6239671739130435,1.6083144782608694,1.580922260869565,1.5848354347826086,1.580922260869565,1.4791797391304347,1.596574956521739,1.5770090869565216,1.498745608695652,1.635706695652174,1.5770090869565216,1.5378773478260868,1.573095913043478,1.573095913043478,1.604401304347826,1.5339641739130434,1.6200539999999999,1.5457036956521737,1.604401304347826,1.5652695652173914,1.5339641739130434,1.6435330434782607,1.5770090869565216,1.5926617826086955,1.5457036956521737,1.5261378260869565,1.5926617826086955,1.5457036956521737,1.6239671739130435,1.5496168695652173,1.573095913043478,1.6200539999999999,1.5887486086956522,1.5926617826086955,1.5770090869565216,1.573095913043478,1.5770090869565216,1.6004881304347827,1.5691827391304347
2400,1.6163038749999998,1.5825527499999998,1.6200539999999999,1.5938031249999998,1.5825527499999998,1.578802625,1.5825527499999998,1.578802625,1.55255175,1.5600519999999998,1.608803625,1.5300509999999998,1.608803625,1.5825527499999998,1.556301875,1.55255175,1.5975532499999998,1.590053,1.5638021249999998,1.5975532499999998,1.64255475,1.556301875,1.5638021249999998,1.6163038749999998,1.6350544999999999,1.6163038749999998,1.5600519999999998,1.5825527499999998,1.6050535,1.53755125,1.5975532499999998,1.586302875,1.586302875,1.6275542499999998,1.55255175,1.5750525,1.5638021249999998,1.6200539999999999,1.52255075,1.6313043749999998,1.638804625,1.6538051249999999,1.578802625,1.578802625,1.5450515,1.5150504999999999,1.646304875,1.571302375,1.55255175,1.61255375
2500,1.5696523199999999,1.6272542399999999,1.6344544799999998,1.52645088,1.5696523199999999,1.6272542399999999,1.60565352,1.56245208,1.52645088,1.6344544799999998,1.58045268,1.6308543599999998,1.60925364,1.60565352,1.59125304,1.6488549599999998,1.6524550799999997,1.58045268,1.5228507599999999,1.6344544799999998,1.64525484,1.56245208,1.6524550799999997,1.6200539999999999,1.60565352,1.5660522,1.5408513599999998,1.61285376,1.5192506399999999,1.5840527999999998,1.6272542399999999,1.49044968,1.56245208,1.50485016,1.5876529199999998,1.6020534,1.54445148,1.5696523199999999,1.6740557999999996,1.5408513599999998,1.59125304,1.54445148,1.5840527999999998,1.5876529199999998,1.59125304,1.6488549599999998,1.6236541199999999,1.6380545999999998,1.5768525599999998,1.5696523199999999
2600,1.5819758076923076,1.5542825769230768,1.6339006153846154,1.5923607692307693,1.5750524999999997,1.5404359615384615,1.588899115384615,1.6131306923076922,1.505819423076923,1.6096690384615382,1.550820923076923,1.6269773076923075,1.6442855769230769,1.5681291923076923,1.5542825769230768,1.5473592692307692,1.588899115384615,1.6304389615384614,1.530051,1.5438976153846153,1.616592346153846,1.6062073846153844,1.5750524999999997,1.5473592692307692,1.5992840769230767,1.550820923076923,1.5819758076923076,1.5646675384615383,1.5923607692307693,1.6339006153846154,1.5335126538461537,1.5438976153846153,1.5438976153846153,1.5854374615384614,1.6062073846153844,1.5612058846153845,1.5438976153846153,1.6062073846153844,1.6027457307692308,1.6442855769230769,1.5612058846153845,1.571590846153846,1.5681291923076923,1.6408239230769228,1.5646675384615383,1.5681291923076923,1.5612058846153845,1.661593846153846,1.588899115384615,1.5854374615384614
2700,1.5833861111111112,1.636721222222222,1.5933864444444443,1.5567185555555554,1.5933864444444443,1.5867195555555553,1.5767192222222222,1.636721222222222,1.6100536666666665,1.600053333333333,1.5833861111111112,1.5900529999999997,1.5833861111111112,1.6267208888888887,1.6267208888888887,1.553385111111111,1.5633854444444444,1.6833894444444444,1.5500516666666664,1.613387111111111,1.5833861111111112,1.6467215555555554,1.5667188888888888,1.630054333333333,1.5833861111111112,1.5767192222222222,1.636721222222222,1.630054333333333,1.5200506666666664,1.5367178888888888,1.6400546666666664,1.5900529999999997,1.6233874444444445,1.5767192222222222,1.5700523333333332,1.5600519999999998,1.4900496666666665,1.5500516666666664,1.5333844444444444,1.606720222222222,1.5867195555555553,1.6100536666666665,1.5833861111111112,1.5700523333333332,1.6233874444444445,1.5733857777777778,1.5500516666666664,1.5733857777777778,1.5900529999999997,1.5500516666666664
2800,1.6361259642857142,1.616839607142857,1.6104108214285713,1.5686237142857142,1.5686237142857142,1.6007676428571427,1.64255475,1.5943388571428572,1.6136252142857144,1.5879100714285712,1.6361259642857142,1.5686237142857142,1.5975532499999998,1.6296971785714283,1.5364797857142858,1.5621949285714283,1.5975532499999998,1.6104108214285713,1.6136252142857144,1.5686237142857142,1.5525517499999997,1.616839607142857,1.5782668928571428,1.6489835357142855,1.5718381071428569,1.549337357142857,1.5943388571428572,1.591124464285714,1.5429085714285713,1.5654093214285714,1.616839607142857,1.5975532499999998,1.5557661428571428,1.6232683928571428,1.5814812857142855,1.6039820357142858,1.5654093214285714,1.5654093214285714,1.5718381071428569,1.6104108214285713,1.5268366071428572,1.5750525,1.6104108214285713,1.6007676428571427,1.5686237142857142,1.5461229642857142,1.6039820357142858,1.6200539999999997,1.591124464285714,1.5589805357142856
2900,1.5983291379310343,1.5859149310344827,1.5766042758620689,1.6045362413793103,1.607639793103448,1.567293620689655,1.5859149310344827,1.5610865172413793,1.5455687586206894,1.607639793103448,1.6169504482758619,1.5952255862068965,1.623157551724138,1.6386753103448273,1.5859149310344827,1.6169504482758619,1.5859149310344827,1.5393616551724139,1.5890184827586207,1.5859149310344827,1.607639793103448,1.5828113793103447,1.564190068965517,1.5610865172413793,1.5766042758620689,1.5797078275862069,1.6200539999999999,1.5859149310344827,1.5890184827586207,1.623157551724138,1.5424652068965516,1.5828113793103447,1.5952255862068965,1.564190068965517,1.607639793103448,1.5952255862068965,1.5735007241379309,1.567293620689655,1.5797078275862069,1.5548794137931032,1.647985965517241,1.5579829655172415,1.530051,1.567293620689655,1.6200539999999999,1.5890184827586207,1.5331545517241378,1.5859149310344827,1.5517758620689655,1.4928083793103448
3000,1.5990532999999998,1.5450514999999998,1.6350544999999999,1.6320544,1.5780526,1.6710557,1.5960532,1.6650554999999998,1.5210506999999998,1.6320544,1.5570518999999998,1.6050535,1.6290542999999997,1.5840527999999998,1.5720523999999998,1.5750524999999997,1.6170539,1.6590553,1.5690523,1.5840527999999998,1.5390512999999997,1.560052,1.5570518999999998,1.6140538,1.6710557,1.6170539,1.5870529,1.6080535999999999,1.5810526999999999,1.5720523999999998,1.5630521,1.5720523999999998,1.5960532,1.5660521999999997,1.590053,1.6050535,1.6050535,1.6110536999999998,1.6080535999999999,1.5780526,1.5720523999999998,1.5570518999999998,1.5930530999999999,1.6260541999999998,1.5780526,1.5720523999999998,1.6470548999999999,1.5810526999999999,1.6350544999999999,1.5930530999999999
3100,1.5590842258064515,1.5736008387096774,1.5445676129032258,1.5765041612903223,1.5910207741935483,1.5561809032258063,1.5532775806451613,1.5677941935483868,1.6084407096774191,1.6113440322580643,1.6432805806451611,1.6142473548387097,1.5794074838709677,1.6084407096774191,1.6026340645161288,1.6113440322580643,1.5910207741935483,1.5590842258064515,1.6026340645161288,1.5794074838709677,1.622957322580645,1.6055373870967742,1.6026340645161288,1.585214129032258,1.5997307419354838,1.5590842258064515,1.6026340645161288,1.5648908709677418,1.515534387096774,1.5997307419354838,1.5648908709677418,1.5532775806451613,1.6258606451612903,1.6519905483870967,1.6461839032258063,1.5619875483870969,1.5910207741935483,1.5736008387096774,1.585214129032258,1.6171506774193547,1.532954322580645,1.6142473548387097,1.547470935483871,1.5590842258064515,1.585214129032258,1.6084407096774191,1.6432805806451611,1.5677941935483868,1.5648908709677418,1.6113440322580643
3200,1.5919280624999999,1.5919280624999999,1.60036584375,1.5750525,1.6031784374999998,1.57223990625,1.60036584375,1.608803625,1.608803625,1.5694273124999998,1.5806776875,1.60036584375,1.65099253125,1.5947406562499997,1.586302875,1.65099253125,1.608803625,1.60036584375,1.57223990625,1.59755325,1.541301375,1.5806776875,1.5469265625,1.541301375,1.5834902812499998,1.55255175,1.586302875,1.55536434375,1.6284917812499997,1.6116162187499998,1.5919280624999999,1.6200539999999999,1.6031784374999998,1.5750525,1.5469265625,1.5806776875,1.60599103125,1.6369295624999998,1.6116162187499998,1.608803625,1.541301375,1.6172414062499998,1.6144288125,1.586302875,1.5356761874999998,1.6031784374999998,1.57223990625,1.631304375,1.59755325,1.52161321875
3300,1.5464151818181817,1.551869909090909,1.5655067272727272,1.5927803636363635,1.5736888181818183,1.6282360909090907,1.6091445454545454,1.5491425454545455,1.6391455454545454,1.5955077272727272,1.6009624545454544,1.5764161818181817,1.6064171818181818,1.6336908181818182,1.5573246363636364,1.560052,1.5955077272727272,1.6282360909090907,1.5491425454545455,1.5355057272727273,1.5545972727272725,1.6145992727272727,1.5655067272727272,1.6064171818181818,1.5655067272727272,1.5927803636363635,1.5655067272727272,1.641872909090909,1.5791435454545453,1.6064171818181818,1.5955077272727272,1.5791435454545453,1.5736888181818183,1.587325636363636,1.6200539999999999,1.5845982727272727,1.560052,1.6118719090909088,1.590053,1.6145992727272727,1.5409604545454545,1.598235090909091,1.6145992727272727,1.5409604545454545,1.6500549999999998,1.5682340909090908,1.6173266363636363,1.5927803636363635,1.5655067272727272,1.6200539999999999
3400,1.6650555,1.6306425882352942,1.5644639117647057,1.6015239705882351,1.6015239705882351,1.5591696176470589,1.5988768235294117,1.5829939411764706,1.590935382352941,1.5988768235294117,1.596229676470588,1.5882882352941174,1.5459338823529412,1.5141681176470587,1.5485810294117646,1.5485810294117646,1.5591696176470589,1.556522470588235,1.5618167647058823,1.5591696176470589,1.5882882352941174,1.569758205882353,1.540639588235294,1.6015239705882351,1.535345294117647,1.6174068529411765,1.5088738235294117,1.6015239705882351,1.6279954411764703,1.569758205882353,1.6438783235294117,1.6200539999999999,1.5644639117647057,1.5591696176470589,1.5618167647058823,1.6121125588235292,1.556522470588235,1.590935382352941,1.569758205882353,1.5618167647058823,1.596229676470588,1.625348294117647,1.5882882352941174,1.535345294117647,1.6412311764705882,1.6227011470588235,1.6438783235294117,1.6068182647058824,1.585641088235294,1.5803467941176468
