s,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
100,1.530051,1.2600419999999999,1.1700389999999998,1.8000599999999998,1.8000599999999998,1.8000599999999998,1.530051,1.530051,1.440048,1.3500449999999997,1.8900629999999998,1.440048,1.530051,1.6200539999999999,1.530051,1.530051,1.2600419999999999,1.2600419999999999,1.3500449999999997,1.6200539999999999,1.440048,1.710057,1.3500449999999997,1.9800659999999999,1.710057,1.2600419999999999,1.2600419999999999,1.8000599999999998,1.2600419999999999,1.530051,1.8000599999999998,1.2600419999999999,1.6200539999999999,1.530051,1.6200539999999999,1.6200539999999999,1.530051,1.3500449999999997,0.9000299999999999,1.2600419999999999,1.8000599999999998,1.2600419999999999,1.6200539999999999,1.530051,1.440048,1.530051,1.8000599999999998,1.530051,1.9800659999999999,1.710057
200,1.440048,1.3950465,1.8000599999999998,1.3950465,1.4850494999999997,1.530051,1.6650555,1.6650555,1.4850494999999997,1.9350644999999997,1.6200539999999999,1.5750525,1.6200539999999999,1.5750525,1.2600419999999999,1.6650555,1.6200539999999999,1.530051,1.6650555,1.4850494999999997,1.3050434999999998,1.6200539999999999,1.440048,1.4850494999999997,1.710057,1.5750525,1.6650555,1.4850494999999997,1.4850494999999997,1.5750525,1.6650555,1.710057,1.6200539999999999,1.6200539999999999,1.440048,1.8450615,1.530051,1.8900629999999998,1.6650555,1.6200539999999999,1.530051,1.440048,1.8450615,1.530051,1.3500449999999997,1.3500449999999997,1.5750525,1.3500449999999997,1.7550584999999999,1.4850494999999997
300,1.440048,1.3800459999999999,1.410047,1.3800459999999999,1.440048,1.590053,1.7400579999999999,1.4700489999999997,1.770059,1.5000499999999999,1.5000499999999999,1.6200539999999999,1.5600519999999998,1.3800459999999999,1.5300509999999998,1.6200539999999999,1.6200539999999999,1.6500549999999998,1.440048,1.770059,1.410047,1.6500549999999998,1.3800459999999999,1.5600519999999998,1.680056,1.440048,1.7100569999999997,1.5600519999999998,1.5000499999999999,1.6500549999999998,1.410047,1.5600519999999998,1.5300509999999998,1.5000499999999999,1.770059,1.2000399999999998,1.6500549999999998,1.320044,1.830061,1.5000499999999999,1.590053,1.4700489999999997,1.440048,1.6500549999999998,1.440048,1.4700489999999997,1.7100569999999997,1.5000499999999999,1.4700489999999997,1.440048
400,1.55255175,1.64255475,1.73255775,1.5750525,1.59755325,1.530051,1.6875562499999999,1.46254875,1.6875562499999999,1.46254875,1.64255475,1.710057,1.46254875,1.64255475,1.5750525,1.50755025,1.3500449999999997,1.73255775,1.530051,1.6200539999999999,1.55255175,1.6650555,1.59755325,1.4850494999999997,1.3275442499999999,1.50755025,1.50755025,1.50755025,1.46254875,1.440048,1.3950465,1.6650555,1.6200539999999999,1.3050434999999998,1.6875562499999999,1.6650555,1.55255175,1.5750525,1.4175472499999997,1.530051,1.50755025,1.6875562499999999,1.8675622499999998,1.710057,1.55255175,1.7550584999999999,1.2825427499999997,1.4850494999999997,1.530051,1.6200539999999999
500,1.5660522,1.7100569999999997,1.3860462,1.5480515999999998,1.6560551999999997,1.4400479999999998,1.5840528,1.5120504,1.4760491999999998,1.4940497999999998,1.4940497999999998,1.80006,1.6200539999999999,1.80006,1.5660522,1.6200539999999999,1.4400479999999998,1.6200539999999999,1.6920564,1.4940497999999998,1.6200539999999999,1.5120504,1.5120504,1.6200539999999999,1.5480515999999998,1.5300509999999998,1.6920564,1.5480515999999998,1.6380546,1.4040468,1.5660522,1.5300509999999998,1.4760491999999998,1.4580486,1.5120504,1.5660522,1.4040468,1.6380546,1.4580486,1.8360611999999998,1.4940497999999998,1.5120504,1.4400479999999998,1.4400479999999998,1.4760491999999998,1.4400479999999998,1.6200539999999999,1.6740557999999999,1.5840528,1.3860462
600,1.440048,1.5150504999999999,1.5150504999999999,1.3650455,1.2750424999999999,1.5750525,1.7100569999999997,1.5600519999999998,1.3950464999999999,1.5750525,1.4700489999999997,1.4550485,1.5450515,1.6050535,1.5750525,1.5300509999999998,1.5750525,1.6050535,1.3950464999999999,1.6950564999999997,1.7400579999999999,1.4700489999999997,1.5750525,1.5750525,1.6350544999999999,1.6500549999999998,1.5300509999999998,1.7550584999999996,1.6200539999999999,1.7250575,1.3350444999999997,1.5750525,1.6500549999999998,1.3050434999999998,1.5450515,1.5000499999999999,1.5750525,1.5150504999999999,1.680056,1.4550485,1.440048,1.5600519999999998,1.3800459999999999,1.590053,1.5000499999999999,1.6050535,1.3950464999999999,1.4700489999999997,1.5750525,1.6350544999999999
700,1.3757601428571427,1.4786207142857142,1.4271904285714285,1.6200539999999997,1.5300509999999998,1.5429085714285713,1.5429085714285713,1.4657631428571427,1.4014752857142856,1.5171934285714286,1.5557661428571428,1.5300509999999998,1.6200539999999997,1.4914782857142856,1.4786207142857142,1.6071964285714284,1.7229145714285714,1.5557661428571428,1.5300509999999998,1.6071964285714284,1.6329115714285714,1.5686237142857142,1.5300509999999998,1.4657631428571427,1.6714842857142858,1.5171934285714286,1.4529055714285712,1.6071964285714284,1.6457691428571428,1.4786207142857142,1.5814812857142855,1.4271904285714285,1.4014752857142856,1.4786207142857142,1.4271904285714285,1.4786207142857142,1.5686237142857142,1.4657631428571427,1.5300509999999998,1.6329115714285714,1.6329115714285714,1.5557661428571428,1.658626714285714,1.4786207142857142,1.440048,1.440048,1.4786207142857142,1.5943388571428572,1.414332857142857,1.6200539999999997
800,1.6875562499999999,1.518800625,1.608803625,1.50755025,1.55255175,1.631304375,1.541301375,1.4175472499999997,1.5750525,1.530051,1.586302875,1.59755325,1.3837961249999997,1.586302875,1.5750525,1.496299875,1.3500449999999997,1.50755025,1.473799125,1.631304375,1.496299875,1.440048,1.6875562499999999,1.4850494999999997,1.55255175,1.6538051249999999,1.518800625,1.6200539999999999,1.518800625,1.586302875,1.631304375,1.496299875,1.7213073749999999,1.6538051249999999,1.59755325,1.541301375,1.530051,1.46254875,1.50755025,1.73255775,1.4512983749999997,1.473799125,1.563802125,1.530051,1.4512983749999997,1.46254875,1.50755025,1.50755025,1.473799125,1.6200539999999999
900,1.5800526666666665,1.5300509999999998,1.660055333333333,1.600053333333333,1.5300509999999998,1.4500483333333334,1.5600519999999998,1.5600519999999998,1.5200506666666667,1.5200506666666667,1.5500516666666666,1.5300509999999998,1.6800559999999998,1.590053,1.6800559999999998,1.5600519999999998,1.5000499999999999,1.5000499999999999,1.4800493333333333,1.5400513333333334,1.5100503333333333,1.4800493333333333,1.6700556666666666,1.5600519999999998,1.5100503333333333,1.5400513333333334,1.5100503333333333,1.590053,1.6100536666666665,1.4700489999999997,1.4800493333333333,1.5800526666666665,1.600053333333333,1.5500516666666666,1.7700589999999998,1.5000499999999999,1.6100536666666665,1.5600519999999998,1.7000566666666665,1.4700489999999997,1.4300476666666666,1.4400479999999998,1.6500549999999998,1.6200539999999999,1.4300476666666666,1.4900496666666665,1.5400513333333334,1.6400546666666667,1.660055333333333,1.710057
1000,1.5930530999999999,1.4760491999999998,1.5840528,1.5480515999999998,1.5930530999999999,1.4760491999999998,1.4220473999999999,1.5300509999999998,1.6290542999999997,1.4940497999999998,1.5480515999999998,1.4670488999999998,1.6200539999999999,1.4310477,1.5660522,1.5930530999999999,1.5300509999999998,1.3410446999999999,1.4490482999999998,1.5930530999999999,1.5660522,1.5840528,1.4400479999999998,1.6290542999999997,1.5660522,1.5390513,1.6470548999999999,1.6020533999999997,1.5570518999999998,1.5390513,1.6380546,1.5390513,1.5750524999999997,1.6290542999999997,1.5030500999999998,1.5660522,1.5210506999999998,1.4580486,1.5210506999999998,1.5210506999999998,1.5480515999999998,1.5750524999999997,1.5120504,1.6020533999999997,1.4670488999999998,1.5570518999999998,1.5300509999999998,1.5120504,1.5750524999999997,1.5480515999999998
1100,1.603689818181818,1.611871909090909,1.6855107272727272,1.3991375454545454,1.5709614545454544,1.5791435454545453,1.521868909090909,1.4809584545454544,1.4727763636363636,1.4891405454545454,1.440048,1.4645942727272727,1.4809584545454544,1.4891405454545454,1.5136868181818182,1.5300509999999998,1.611871909090909,1.505504727272727,1.4482300909090908,1.7018749090909089,1.6691465454545453,1.6855107272727272,1.4482300909090908,1.5873256363636363,1.6609644545454545,1.4155017272727273,1.6282360909090907,1.5136868181818182,1.5873256363636363,1.521868909090909,1.611871909090909,1.5709614545454544,1.4891405454545454,1.4645942727272727,1.611871909090909,1.5136868181818182,1.5709614545454544,1.5136868181818182,1.5709614545454544,1.6609644545454545,1.5464151818181817,1.5955077272727272,1.4482300909090908,1.350045,1.3745912727272727,1.603689818181818,1.4727763636363636,1.3909554545454546,1.3909554545454546,1.5464151818181817
1200,1.52255075,1.5000499999999999,1.6050535,1.47754925,1.5600519999999998,1.6050535,1.5600519999999998,1.5000499999999999,1.5000499999999999,1.4550485,1.61255375,1.3800459999999999,1.53755125,1.4850495,1.5975532499999998,1.5975532499999998,1.52255075,1.52255075,1.5600519999999998,1.52255075,1.5600519999999998,1.5300509999999998,1.5750525,1.4850495,1.47754925,1.5825527499999998,1.6350544999999999,1.5600519999999998,1.52255075,1.6200539999999999,1.4625487499999998,1.4850495,1.4850495,1.55255175,1.55255175,1.5675522499999999,1.4025467499999997,1.65755525,1.6050535,1.4850495,1.41754725,1.5750525,1.4925497499999998,1.6200539999999999,1.61255375,1.5300509999999998,1.47754925,1.5000499999999999,1.43254775,1.4625487499999998
